scenario,Region_Group,Year,Final_Growth_Rate,Final_Growth_Rate_Pct
SSP2,10_EEU,2028,0.028366141997226757,2.8366141997226757
SSP2,10_EEU,2029,0.026678038855512787,2.6678038855512787
SSP2,10_EEU,2030,0.024564749590916923,2.4564749590916923
SSP2,10_EEU,2031,0.022669899469898835,2.2669899469898835
SSP2,10_EEU,2032,0.021325444039476116,2.1325444039476116
SSP2,10_EEU,2033,0.020076970009470285,2.0076970009470285
SSP2,10_EEU,2034,0.018915164291818387,1.8915164291818387
SSP2,10_EEU,2035,0.017831948088878224,1.7831948088878224
SSP2,10_EEU,2036,0.016968423617772954,1.6968423617772954
SSP2,10_EEU,2037,0.016193611386519757,1.6193611386519757
SSP2,10_EEU,2038,0.01530115736602955,1.530115736602955
SSP2,10_EEU,2039,0.014297443973235069,1.4297443973235069
SSP2,10_EEU,2040,0.013187502678022156,1.3187502678022156
SSP2,10_EEU,2041,0.012131490346114493,1.2131490346114493
SSP2,10_EEU,2042,0.011303129452117311,1.130312945211731
SSP2,10_EEU,2043,0.010625635164607905,1.0625635164607905
SSP2,10_EEU,2044,0.010091403229963714,1.0091403229963714
SSP2,10_EEU,2045,0.009693914913215362,0.9693914913215362
SSP2,10_EEU,2046,0.009350130746782481,0.9350130746782481
SSP2,10_EEU,2047,0.008966068427792573,0.8966068427792573
SSP2,10_EEU,2048,0.008573447934604905,0.8573447934604905
SSP2,10_EEU,2049,0.008172298183851678,0.8172298183851678
SSP2,10_EEU,2050,0.007762603027394954,0.7762603027394954
SSP2,11_CAS,2019,0.04049283633972767,4.049283633972767
SSP2,11_CAS,2020,-0.022726531284744333,-2.2726531284744333
SSP2,11_CAS,2021,0.03826537693997101,3.8265376939971008
SSP2,11_CAS,2022,-0.06001897077380103,-6.001897077380103
SSP2,11_CAS,2023,0.051202914068402494,5.120291406840249
SSP2,11_CAS,2024,0.015328607604255362,1.5328607604255362
SSP2,11_CAS,2025,0.016821072933188796,1.6821072933188796
SSP2,11_CAS,2026,0.026000919188285954,2.6000919188285954
SSP2,11_CAS,2027,0.03594332736640693,3.594332736640693
SSP2,11_CAS,2028,0.04088450965672408,4.088450965672408
SSP2,11_CAS,2029,0.041337508713047644,4.133750871304764
SSP2,11_CAS,2030,0.0379416546807152,3.7941654680715198
SSP2,11_CAS,2031,0.03522855137871783,3.522855137871783
SSP2,11_CAS,2032,0.035103110554222106,3.5103110554222106
SSP2,11_CAS,2033,0.03449564606797795,3.4495646067977948
SSP2,11_CAS,2034,0.033470050234978954,3.3470050234978954
SSP2,11_CAS,2035,0.03208207430751919,3.2082074307519193
SSP2,11_CAS,2036,0.030840037820130117,3.0840037820130117
SSP2,11_CAS,2037,0.029946061114562106,2.9946061114562106
SSP2,11_CAS,2038,0.029032913261584525,2.9032913261584525
SSP2,11_CAS,2039,0.028104213106016074,2.8104213106016074
SSP2,11_CAS,2040,0.027162933926634603,2.7162933926634603
SSP2,11_CAS,2041,0.02620447034672968,2.620447034672968
SSP2,11_CAS,2042,0.02534475698550165,2.534475698550165
SSP2,11_CAS,2043,0.024636707080815556,2.4636707080815556
SSP2,11_CAS,2044,0.024066508168366196,2.4066508168366196
SSP2,11_CAS,2045,0.02362196829738683,2.362196829738683
