scenario,Region_Group,Year,Final_Growth_Rate,Final_Growth_Rate_Pct
SSP5,07_NAM,2046,0.005922426387200863,0.5922426387200863
SSP5,07_NAM,2047,0.005872998036429156,0.5872998036429156
SSP5,07_NAM,2048,0.005824178033823069,0.5824178033823069
SSP5,07_NAM,2049,0.005775953990877936,0.5775953990877936
SSP5,07_NAM,2050,0.0057283138456210025,0.5728313845621003
SSP5,08_LAM,2019,0.008183527633524701,0.8183527633524701
SSP5,08_LAM,2020,0.007153033357822691,0.7153033357822691
SSP5,08_LAM,2021,0.0058550337822129706,0.585503378221297
SSP5,08_LAM,2022,0.0060642303980167345,0.6064230398016734
SSP5,08_LAM,2023,0.006967054476407775,0.6967054476407775
SSP5,08_LAM,2024,0.006988649702892369,0.6988649702892369
SSP5,08_LAM,2025,0.0060084991240925145,0.6008499124092515
SSP5,08_LAM,2026,0.005696513105171386,0.5696513105171386
SSP5,08_LAM,2027,0.0054312449992710565,0.5431244999271057
SSP5,08_LAM,2028,0.005108434998534417,0.5108434998534417
SSP5,08_LAM,2029,0.004729077956429739,0.4729077956429739
SSP5,08_LAM,2030,0.0042939637025156685,0.42939637025156685
SSP5,08_LAM,2031,0.003970658669288918,0.3970658669288918
SSP5,08_LAM,2032,0.0037495473642599197,0.374954736425992
SSP5,08_LAM,2033,0.003459456725692922,0.3459456725692922
SSP5,08_LAM,2034,0.0031012003751067496,0.31012003751067496
SSP5,08_LAM,2035,0.0026753762023450367,0.26753762023450367
SSP5,08_LAM,2036,0.0023639604634932976,0.23639604634932976
SSP5,08_LAM,2037,0.0021808543162316063,0.21808543162316063
SSP5,08_LAM,2038,0.0019516080811847747,0.19516080811847747
SSP5,08_LAM,2039,0.0016764800213513453,0.16764800213513453
SSP5,08_LAM,2040,0.0013556171231936531,0.1355617123193653
SSP5,08_LAM,2041,0.001199851414943387,0.1199851414943387
SSP5,08_LAM,2042,0.001154404975306056,0.11544049753060559
SSP5,08_LAM,2043,0.000981555874851603,0.09815558748516029
SSP5,08_LAM,2044,0.0006818084456938767,0.06818084456938767
SSP5,08_LAM,2045,0.00025541425499597814,0.025541425499597814
SSP5,08_LAM,2046,-9.358604680875793e-06,-0.0009358604680875793
SSP5,08_LAM,2047,-6.551084585604272e-05,-0.006551084585604272
SSP5,08_LAM,2048,-0.0001778268026223495,-0.01778268026223495
SSP5,08_LAM,2049,-0.0003463558912040199,-0.03463558912040199
SSP5,08_LAM,2050,-0.0005712170163638675,-0.057121701636386746
SSP5,09_WEU,2019,0.004762886155645241,0.47628861556452406
SSP5,09_WEU,2020,0.003202811102841041,0.3202811102841041
SSP5,09_WEU,2021,0.0028841608981153843,0.28841608981153843
SSP5,09_WEU,2022,0.005263638014970873,0.5263638014970873
SSP5,09_WEU,2023,0.005823495095734543,0.5823495095734543
SSP5,09_WEU,2024,0.004928165060704703,0.49281650607047034
SSP5,09_WEU,2025,0.002457503079525747,0.2457503079525747
SSP5,09_WEU,2026,0.002906199735224657,0.2906199735224657
SSP5,09_WEU,2027,0.0032100729832804653,0.32100729832804653
SSP5,09_WEU,2028,0.003383520769631776,0.3383520769631776
SSP5,09_WEU,2029,0.0034280651156948228,0.3428065115694823
SSP5,09_WEU,2030,0.0033454048981391704,0.33454048981391704
SSP5,09_WEU,2031,0.003258882988923073,0.3258882988923073
SSP5,09_WEU,2032,0.0032572356869531305,0.32572356869531305
SSP5,09_WEU,2033,0.0032627200228598774,0.32627200228598774
SSP5,09_WEU,2034,0.0032752432719922453,0.32752432719922453
SSP5,09_WEU,2035,0.003294712980655312,0.3294712980655312
SSP5,09_WEU,2036,0.0033117731413270235,0.33117731413270235
SSP5,09_WEU,2037,0.00332442872893135,0.332442872893135
SSP5,09_WEU,2038,0.0033409294495296837,0.3340929449529684
SSP5,09_WEU,2039,0.0033612226256709565,0.33612226256709565
SSP5,09_WEU,2040,0.0033852553618844983,0.3385255361884498
SSP5,09_WEU,2041,0.003423010276563554,0.3423010276563554
SSP5,09_WEU,2042,0.003458522425706656,0.3458522425706656
SSP5,09_WEU,2043,0.0034739888023600507,0.34739888023600507
SSP5,09_WEU,2044,0.003469681687276127,0.3469681687276127
SSP5,09_WEU,2045,0.0034458732912010515,0.34458732912010515
SSP5,09_WEU,2046,0.0034222706987951934,0.34222706987951934
SSP5,09_WEU,2047,0.003411784596231371,0.3411784596231371
SSP5,09_WEU,2048,0.003401365143365531,0.3401365143365531
SSP5,09_WEU,2049,0.003391011701534996,0.3391011701534996
SSP5,09_WEU,2050,0.0033807236402161323,0.3380723640216132
SSP5,10_EEU,2019,-0.002926876355207386,-0.2926876355207386
SSP5,10_EEU,2020,-0.006714848426055187,-0.6714848426055187
SSP5,10_EEU,2021,-0.010088433095998828,-1.0088433095998828
SSP5,10_EEU,2022,-0.0034763772409029947,-0.34763772409029947
SSP5,10_EEU,2023,-0.0006524481852030473,-0.06524481852030473
SSP5,10_EEU,2024,-0.002642987921296136,-0.2642987921296136
SSP5,10_EEU,2025,-0.0020667980318882506,-0.20667980318882506
SSP5,10_EEU,2026,-0.003254669150917877,-0.3254669150917877
SSP5,10_EEU,2027,-0.0045632676458085,-0.45632676458085
SSP5,10_EEU,2028,-0.005326198065526699,-0.5326198065526699
SSP5,10_EEU,2029,-0.0055357846745103245,-0.5535784674510325
SSP5,10_EEU,2030,-0.005180611247151079,-0.5180611247151079
SSP5,10_EEU,2031,-0.004837662471334325,-0.4837662471334325
SSP5,10_EEU,2032,-0.004872012840091422,-0.4872012840091422
SSP5,10_EEU,2033,-0.00487942122921925,-0.48794212292192496
SSP5,10_EEU,2034,-0.004859356751759414,-0.4859356751759414
SSP5,10_EEU,2035,-0.004811281504911058,-0.4811281504911058
SSP5,10_EEU,2036,-0.004779182193892839,-0.4779182193892839
SSP5,10_EEU,2037,-0.00476651441094611,-0.476651441094611
SSP5,10_EEU,2038,-0.0047302807264083535,-0.47302807264083535
SSP5,10_EEU,2039,-0.004670035629061209,-0.4670035629061209
SSP5,10_EEU,2040,-0.004585338188986765,-0.4585338188986765
SSP5,10_EEU,2041,-0.004504647172631215,-0.45046471726312154
SSP5,10_EEU,2042,-0.004442753988760373,-0.4442753988760373
SSP5,10_EEU,2043,-0.004378249095120745,-0.43782490951207453
SSP5,10_EEU,2044,-0.004311106131267728,-0.4311106131267728
SSP5,10_EEU,2045,-0.00424130006124479,-0.42413000612447904
SSP5,10_EEU,2046,-0.004176303080259736,-0.41763030802597356
SSP5,10_EEU,2047,-0.004115702040206504,-0.41157020402065037
SSP5,10_EEU,2048,-0.004051771779729152,-0.4051771779729152
SSP5,10_EEU,2049,-0.003984475954993072,-0.3984475954993072
SSP5,10_EEU,2050,-0.003913779931909445,-0.39137799319094446
SSP5,11_CAS,2019,0.01223377043067031,1.223377043067031
SSP5,11_CAS,2020,0.012494916923671218,1.2494916923671218
SSP5,11_CAS,2021,0.009880995030362438,0.9880995030362438
SSP5,11_CAS,2022,-0.006990911328116578,-0.6990911328116578
SSP5,11_CAS,2023,-0.005671671300248038,-0.5671671300248038
SSP5,11_CAS,2024,0.0145704567062801,1.45704567062801
SSP5,11_CAS,2025,0.004671416788154303,0.46714167881543034
SSP5,11_CAS,2026,0.007439461324410868,0.7439461324410868
SSP5,11_CAS,2027,0.010194651158848211,1.0194651158848211
SSP5,11_CAS,2028,0.011523182790536657,1.1523182790536657
SSP5,11_CAS,2029,0.011472048109089972,1.1472048109089972
SSP5,11_CAS,2030,0.010101330796546515,1.0101330796546515
SSP5,11_CAS,2031,0.008799606566846974,0.8799606566846974
SSP5,11_CAS,2032,0.008425540038443646,0.8425540038443646
SSP5,11_CAS,2033,0.008063573457161688,0.8063573457161688
SSP5,11_CAS,2034,0.0077130634632653905,0.771306346326539
SSP5,11_CAS,2035,0.007373411793595963,0.7373411793595963
SSP5,11_CAS,2036,0.0070323364322923965,0.7032336432292396
SSP5,11_CAS,2037,0.006718803893172032,0.6718803893172032
SSP5,11_CAS,2038,0.006457891514460856,0.6457891514460856
SSP5,11_CAS,2039,0.006248058938789658,0.6248058938789658
SSP5,11_CAS,2040,0.006087914594800292,0.6087914594800292
