model,scenario,version,region,unit,variable,type,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
IIASA-WiC POP 2025,SSP2,1,North Korea,million,Population,ANNUAL,,,,,,,,,,,,,,,,26.39872,26.531991,26.376504,26.077621,25.672331,25.211354,24.682571,24.019909,23.256879,22.485252,21.733372,20.997835,20.25887,19.492881,18.70046,17.919462
IIASA-WiC POP 2025,SSP2,1,Portugal,million,Population,ANNUAL,,,,,,,,,,,,,,,,10.196377,10.069498,9.961509,9.861287,9.762404,9.662971,9.552621,9.43579,9.309128,9.182381,9.065179,8.966485,8.884805,8.805011,8.711745,8.598808
IIASA-WiC POP 2025,SSP2,1,Paraguay,million,Population,ANNUAL,,,,,,,,,,,,,,,,7.003398,7.425442,7.788877,8.106773,8.366047,8.572782,8.718252,8.813556,8.874504,8.901444,8.893832,8.848821,8.7768,8.684646,8.583607,8.474823
IIASA-WiC POP 2025,SSP2,1,Palestine,million,Population,ANNUAL,,,,,,,,,,,,,,,,5.559569,6.150008,6.71825,7.256401,7.75766,8.219953,8.618421,8.951959,9.228772,9.455646,9.650341,9.820526,9.963305,10.087819,10.187636,10.271003
IIASA-WiC POP 2025,SSP2,1,French Polynesia,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.310863,0.320157,0.327741,0.33352,0.337222,0.338901,0.338095,0.335582,0.332401,0.328906,0.325115,0.320998,0.316793,0.312772,0.309081,0.305724
IIASA-WiC POP 2025,SSP2,1,Qatar,million,Population,ANNUAL,,,,,,,,,,,,,,,,3.125791,3.407818,3.681191,3.952339,4.218106,4.464775,4.680758,4.85656,4.963474,5.000774,4.970479,4.882143,4.748105,4.594734,4.443147,4.295468
IIASA-WiC POP 2025,SSP2,1,R??union,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.000816,1.039585,1.072545,1.102815,1.128821,1.14977,1.166619,1.180219,1.192122,1.203849,1.216089,1.228059,1.239045,1.247983,1.254241,1.257284
IIASA-WiC POP 2025,SSP2,1,Romania,million,Population,ANNUAL,,,,,,,,,,,,,,,,18.885716,18.310787,17.703964,17.109353,16.521048,15.94051,15.364404,14.772229,14.175961,13.607279,13.094867,12.641421,12.243365,11.89245,11.574577,11.266947
IIASA-WiC POP 2025,SSP2,1,Russian Federation,million,Population,ANNUAL,,,,,,,,,,,,,,,,145.394341,143.469876,141.704841,140.393013,139.573836,139.022941,138.260793,137.26355,135.973657,134.554464,133.125503,131.71428,130.330137,128.932626,127.423362,125.637141
IIASA-WiC POP 2025,SSP2,1,Rwanda,million,Population,ANNUAL,,,,,,,,,,,,,,,,14.570678,16.199303,17.830262,19.433992,20.980623,22.455446,23.819805,25.059206,26.120423,27.010372,27.707221,28.224144,28.6139,28.899507,29.072038,29.137889
IIASA-WiC POP 2025,SSP2,1,Saudi Arabia,million,Population,ANNUAL,,,,,,,,,,,,,,,,39.22019,41.909557,44.318221,46.430034,48.188669,49.551139,50.521921,51.108523,51.296549,51.192164,50.892701,50.492681,50.032128,49.493338,48.823447,48.017733
IIASA-WiC POP 2025,SSP2,1,Sudan,million,Population,ANNUAL,,,,,,,,,,,,,,,,49.751585,55.693357,61.507442,67.124499,72.639112,77.950365,82.865293,87.28965,91.15792,94.41193,96.948759,98.905782,100.212915,101.045367,101.439797,101.412998
IIASA-WiC POP 2025,SSP2,1,Senegal,million,Population,ANNUAL,,,,,,,,,,,,,,,,18.370559,20.635823,22.978768,25.354606,27.735552,30.042477,32.203631,34.209572,36.058731,37.74138,39.238153,40.49973,41.519848,42.357854,43.036006,43.554511
IIASA-WiC POP 2025,SSP2,1,Singapore,million,Population,ANNUAL,,,,,,,,,,,,,,,,6.10754,6.294826,6.437782,6.533811,6.592068,6.628146,6.637438,6.628664,6.586633,6.516894,6.422129,6.300371,6.150003,5.970779,5.765062,5.537455
IIASA-WiC POP 2025,SSP2,1,Solomon Islands,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.768195,0.854509,0.940373,1.025506,1.107432,1.184323,1.254912,1.317423,1.372843,1.418465,1.455496,1.482645,1.502319,1.515173,1.521179,1.519348
IIASA-WiC POP 2025,SSP2,1,Sierra Leone,million,Population,ANNUAL,,,,,,,,,,,,,,,,9.070178,9.995037,10.899265,11.758916,12.553229,13.274394,13.908574,14.441436,14.865735,15.170074,15.350222,15.436683,15.447143,15.386158,15.26492,15.086603
IIASA-WiC POP 2025,SSP2,1,El Salvador,million,Population,ANNUAL,,,,,,,,,,,,,,,,6.373114,6.452383,6.487433,6.482212,6.443833,6.374359,6.277952,6.156969,6.030279,5.898073,5.761569,5.62048,5.478406,5.339092,5.209282,5.098284
IIASA-WiC POP 2025,SSP2,1,Somalia,million,Population,ANNUAL,,,,,,,,,,,,,,,,19.02004,22.157119,25.558944,29.178275,32.98639,36.913873,40.869611,44.742266,48.531961,52.190797,55.674786,58.953722,61.978956,64.713456,67.043773,69.034695
IIASA-WiC POP 2025,SSP2,1,Serbia,million,Population,ANNUAL,,,,,,,,,,,,,,,,7.153957,7.04423,6.933712,6.819656,6.712923,6.618668,6.534478,6.453838,6.364193,6.265879,6.162471,6.057062,5.951251,5.844702,5.734513,5.615923
IIASA-WiC POP 2025,SSP2,1,South Sudan,million,Population,ANNUAL,,,,,,,,,,,,,,,,11.082318,11.715827,12.413342,13.06927,13.544456,13.794921,13.908346,13.96556,14.03491,14.08328,14.069582,13.991944,13.894533,13.814087,13.763276,13.751312
IIASA-WiC POP 2025,SSP2,1,Sao Tome and Principe,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.237482,0.258839,0.279593,0.298876,0.316499,0.33185,0.344417,0.35444,0.362293,0.367845,0.37143,0.373683,0.374799,0.374587,0.37309,0.370613
IIASA-WiC POP 2025,SSP2,1,Suriname,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.633338,0.662491,0.688346,0.710513,0.729002,0.744013,0.755697,0.764215,0.770152,0.774103,0.7762,0.776291,0.774788,0.771244,0.76623,0.759779
IIASA-WiC POP 2025,SSP2,1,Slovakia,million,Population,ANNUAL,,,,,,,,,,,,,,,,5.501991,5.464144,5.404141,5.330283,5.254349,5.180628,5.105619,5.023084,4.927554,4.82083,4.708754,4.602706,4.508247,4.42698,4.356722,4.291912
IIASA-WiC POP 2025,SSP2,1,Slovenia,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.114577,2.10329,2.088908,2.074236,2.059769,2.043585,2.024078,2.002259,1.977675,1.952299,1.926777,1.901453,1.876394,1.851583,1.826523,1.799716
IIASA-WiC POP 2025,SSP2,1,Sweden,million,Population,ANNUAL,,,,,,,,,,,,,,,,10.56977,10.770582,10.961948,11.170403,11.414462,11.69655,11.960547,12.2007,12.412119,12.613214,12.808091,12.980439,13.107373,13.186391,13.240372,13.287693
IIASA-WiC POP 2025,SSP2,1,Eswatini,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.230944,1.28636,1.33378,1.371365,1.398734,1.413516,1.414879,1.404009,1.388077,1.36798,1.344188,1.31729,1.287923,1.257162,1.225823,1.195569
IIASA-WiC POP 2025,SSP2,1,Seychelles,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.109057,0.112742,0.115831,0.118238,0.119853,0.120807,0.121187,0.121099,0.12061,0.119807,0.118763,0.117532,0.116117,0.114487,0.112537,0.110236
IIASA-WiC POP 2025,SSP2,1,Syria,million,Population,ANNUAL,,,,,,,,,,,,,,,,22.104625,23.893538,25.82846,27.659082,29.237258,30.507384,31.592606,32.570767,33.501427,34.345369,35.057751,35.606871,35.977577,36.192501,36.236125,36.140284
IIASA-WiC POP 2025,SSP2,1,Chad,million,Population,ANNUAL,,,,,,,,,,,,,,,,19.219191,22.315991,25.672285,29.237495,32.901812,36.613954,40.298853,43.872816,47.305163,50.533243,53.555599,56.255117,58.682673,60.70969,62.287096,63.432459
IIASA-WiC POP 2025,SSP2,1,Togo,million,Population,ANNUAL,,,,,,,,,,,,,,,,9.354153,10.390887,11.430823,12.455156,13.443919,14.372813,15.233124,15.998965,16.683248,17.253451,17.722877,18.077999,18.345227,18.531889,18.642377,18.679002
IIASA-WiC POP 2025,SSP2,1,Thailand,million,Population,ANNUAL,,,,,,,,,,,,,,,,72.030014,72.194803,71.854703,70.998384,69.690962,67.974278,65.950822,63.763244,61.488837,59.200369,56.905964,54.633496,52.388399,50.203836,48.085182,46.06022
IIASA-WiC POP 2025,SSP2,1,Tajikistan,million,Population,ANNUAL,,,,,,,,,,,,,,,,10.416997,11.325319,12.215322,13.0964,13.925217,14.632982,15.223276,15.699674,16.092828,16.406954,16.644987,16.80999,16.917826,16.965681,16.964035,16.913013
IIASA-WiC POP 2025,SSP2,1,Turkmenistan,million,Population,ANNUAL,,,,,,,,,,,,,,,,6.714457,7.142521,7.520217,7.876762,8.215276,8.518202,8.752354,8.919288,9.028997,9.105438,9.161525,9.19602,9.20432,9.182999,9.132279,9.053484
IIASA-WiC POP 2025,SSP2,1,Timor-Leste,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.393823,1.499831,1.601591,1.69341,1.771077,1.835057,1.884647,1.918884,1.93949,1.948531,1.945976,1.933464,1.911815,1.88316,1.850127,1.815438
IIASA-WiC POP 2025,SSP2,1,Tonga,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.107989,0.110559,0.112606,0.114165,0.114916,0.114826,0.113807,0.111955,0.110135,0.108562,0.107303,0.106302,0.105522,0.104859,0.10439,0.104192
IIASA-WiC POP 2025,SSP2,1,Trinidad and Tobago,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.527884,1.532434,1.529048,1.518951,1.503283,1.481193,1.454369,1.424124,1.392342,1.359491,1.326108,1.29268,1.261637,1.233912,1.208443,1.184397
IIASA-WiC POP 2025,SSP2,1,Tunisia,million,Population,ANNUAL,,,,,,,,,,,,,,,,12.623486,13.056138,13.369176,13.606069,13.795174,13.933538,14.00183,13.992635,13.915614,13.793158,13.646202,13.489593,13.331524,13.169532,12.99734,12.806142
IIASA-WiC POP 2025,SSP2,1,Turkey,million,Population,ANNUAL,,,,,,,,,,,,,,,,87.089009,89.963219,92.303082,94.20026,95.577156,96.374926,96.600515,96.239509,95.42911,94.30286,92.928145,91.34958,89.611457,87.76876,85.856239,83.89181
IIASA-WiC POP 2025,SSP2,1,Taiwan,million,Population,ANNUAL,,,,,,,,,,,,,,,,23.475315,23.083675,22.538003,21.826049,20.9909,20.098028,19.121964,18.125295,17.158596,16.219161,15.320796,14.497841,13.765053,13.121932,12.560824,12.067278
IIASA-WiC POP 2025,SSP2,1,Tanzania,million,Population,ANNUAL,,,,,,,,,,,,,,,,70.254303,80.35759,90.929275,101.859967,113.029188,124.212443,134.961342,145.256264,154.930941,163.817391,172.03851,179.182185,185.017763,189.582743,193.128527,195.841819
IIASA-WiC POP 2025,SSP2,1,Uganda,million,Population,ANNUAL,,,,,,,,,,,,,,,,50.77312,58.375352,66.304529,74.396421,82.584938,90.754448,98.528855,105.91213,112.764364,119.176261,124.837334,129.657998,133.602338,136.737744,139.241524,141.198625
IIASA-WiC POP 2025,SSP2,1,Ukraine,million,Population,ANNUAL,,,,,,,,,,,,,,,,36.391202,36.944393,36.945438,36.51855,35.812696,35.009324,34.156554,33.31454,32.468562,31.636994,30.836812,30.07704,29.354793,28.665988,27.988431,27.283389
IIASA-WiC POP 2025,SSP2,1,Uruguay,million,Population,ANNUAL,,,,,,,,,,,,,,,,3.411022,3.400947,3.386825,3.3645,3.331266,3.285633,3.227984,3.160539,3.088022,3.011257,2.929501,2.842354,2.750172,2.654021,2.555616,2.457742
IIASA-WiC POP 2025,SSP2,1,United States,million,Population,ANNUAL,,,,,,,,,,,,,,,,341.969466,349.674977,357.121549,364.248083,370.775399,376.900967,382.140792,387.197105,392.114191,396.856373,401.058749,404.186565,406.00263,406.629759,406.419684,405.537728
IIASA-WiC POP 2025,SSP2,1,Uzbekistan,million,Population,ANNUAL,,,,,,,,,,,,,,,,36.057826,38.528141,40.758839,42.902134,44.970275,46.857036,48.378292,49.517819,50.345832,50.978162,51.438402,51.722547,51.853928,51.879164,51.825541,51.64082
IIASA-WiC POP 2025,SSP2,1,Saint Vincent and the Grenadines,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.101993,0.100616,0.098923,0.096995,0.094824,0.092332,0.089601,0.08681,0.084268,0.082,0.079945,0.078038,0.076294,0.0747,0.073277,0.072002
IIASA-WiC POP 2025,SSP2,1,Venezuela,million,Population,ANNUAL,,,,,,,,,,,,,,,,29.785672,31.034124,32.17941,33.128443,33.864863,34.41468,34.843842,35.180387,35.410807,35.540376,35.580372,35.536982,35.421143,35.220848,34.91175,34.49353
IIASA-WiC POP 2025,SSP2,1,United States Virgin Islands,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.098266,0.096251,0.094416,0.092789,0.091528,0.090644,0.090084,0.089729,0.08949,0.089378,0.08943,0.08961,0.089807,0.089938,0.08995,0.089791
IIASA-WiC POP 2025,SSP2,1,Viet Nam,million,Population,ANNUAL,,,,,,,,,,,,,,,,99.80721,102.706243,104.777039,106.223088,107.134283,107.573609,107.555471,107.025104,106.008535,104.571315,102.784099,100.790098,98.70485,96.60843,94.555425,92.549633
IIASA-WiC POP 2025,SSP2,1,Vanuatu,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.343505,0.37854,0.413577,0.448339,0.4823,0.514101,0.542702,0.568421,0.591042,0.61035,0.625966,0.638835,0.649315,0.657419,0.663133,0.665909
IIASA-WiC POP 2025,SSP2,1,Samoa,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.226676,0.238569,0.248821,0.257568,0.264827,0.270217,0.27321,0.27403,0.27444,0.274497,0.274477,0.274691,0.275217,0.275969,0.277059,0.27841
IIASA-WiC POP 2025,SSP2,1,Yemen,million,Population,ANNUAL,,,,,,,,,,,,,,,,35.731379,39.617549,43.408976,47.043304,50.503179,53.683775,56.496054,58.943269,60.952986,62.47425,63.546282,64.284854,64.796918,65.08903,65.127907,64.896488
IIASA-WiC POP 2025,SSP2,1,South Africa,million,Population,ANNUAL,,,,,,,,,,,,,,,,60.833813,63.284303,65.267448,66.801217,67.888105,68.455971,68.612935,68.404931,67.892934,67.095171,66.067208,64.826181,63.482077,62.052315,60.541237,58.961248
IIASA-WiC POP 2025,SSP2,1,Zambia,million,Population,ANNUAL,,,,,,,,,,,,,,,,21.313458,24.073267,26.878722,29.669082,32.380668,34.939065,37.299139,39.454244,41.326964,42.921462,44.146685,45.026663,45.633685,45.99693,46.120791,46.030866
IIASA-WiC POP 2025,SSP2,1,Zimbabwe,million,Population,ANNUAL,,,,,,,,,,,,,,,,16.972672,18.403949,19.76694,21.022358,22.159566,23.122443,23.892002,24.44585,24.827078,25.054247,25.201613,25.279536,25.28528,25.193897,25.031041,24.809842
IIASA-WiC POP 2025,SSP2,1,Kosovo,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.774432,1.821983,1.869736,1.908277,1.930737,1.934445,1.9231,1.903362,1.882021,1.859286,1.832058,1.796804,1.752478,1.701147,1.646966,1.593657
IIASA-WiC POP 2025,SSP3,1,Aruba,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.1088,0.110023,0.111142,0.112267,0.113107,0.11374,0.114512,0.115904,0.117789,0.120057,0.122441,0.124664,0.126656,0.128425,0.13005,0.131529
IIASA-WiC POP 2025,SSP3,1,Afghanistan,million,Population,ANNUAL,,,,,,,,,,,,,,,,44.166205,51.011297,58.431242,66.29517,74.206076,82.183157,90.247933,98.365412,106.318375,113.779737,120.658161,126.740246,132.026162,136.898629,141.447614,145.567965
IIASA-WiC POP 2025,SSP3,1,Angola,million,Population,ANNUAL,,,,,,,,,,,,,,,,38.360074,44.70557,51.8602,59.76382,67.951651,76.427287,85.141098,94.163058,103.119538,111.719059,119.902843,127.344997,133.887327,139.500665,144.612986,149.249822
IIASA-WiC POP 2025,SSP3,1,Albania,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.793087,2.770495,2.727118,2.669618,2.601848,2.532312,2.466561,2.406896,2.354815,2.307629,2.263486,2.22232,2.186221,2.158606,2.142366,2.138222
IIASA-WiC POP 2025,SSP3,1,United Arab Emirates,million,Population,ANNUAL,,,,,,,,,,,,,,,,9.79243,10.212982,10.55865,10.831014,11.04581,11.211089,11.280864,11.219124,10.996447,10.639824,10.209418,9.794819,9.477574,9.283436,9.170377,9.065971
IIASA-WiC POP 2025,SSP3,1,Argentina,million,Population,ANNUAL,,,,,,,,,,,,,,,,46.045355,47.446407,48.890304,50.331709,51.602889,52.745435,53.782472,54.676859,55.469278,56.208465,56.901742,57.536848,58.130122,58.713344,59.321639,59.999656
IIASA-WiC POP 2025,SSP3,1,Armenia,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.762253,2.759288,2.746784,2.735534,2.726263,2.717224,2.707719,2.698874,2.693377,2.692227,2.6967,2.709052,2.731845,2.766208,2.810659,2.862216
IIASA-WiC POP 2025,SSP3,1,Antigua and Barbuda,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.095485,0.097805,0.099707,0.101081,0.101712,0.101814,0.101623,0.101462,0.101277,0.10105,0.100719,0.100285,0.099767,0.099275,0.098802,0.098329
IIASA-WiC POP 2025,SSP3,1,Australia,million,Population,ANNUAL,,,,,,,,,,,,,,,,26.559259,27.395406,28.174161,28.913718,29.61508,30.329176,31.004862,31.682297,32.354284,33.028344,33.683134,34.297722,34.875748,35.455671,36.084362,36.769451
IIASA-WiC POP 2025,SSP3,1,Austria,million,Population,ANNUAL,,,,,,,,,,,,,,,,9.044223,9.056671,9.053817,9.04109,9.017211,8.982068,8.933415,8.891726,8.868827,8.869677,8.878526,8.882993,8.888097,8.90723,8.950392,9.012807
IIASA-WiC POP 2025,SSP3,1,Azerbaijan,million,Population,ANNUAL,,,,,,,,,,,,,,,,10.492942,10.766557,11.036008,11.265041,11.395477,11.453806,11.484081,11.516426,11.542906,11.556225,11.561181,11.575424,11.616015,11.680907,11.766641,11.871236
IIASA-WiC POP 2025,SSP3,1,Burundi,million,Population,ANNUAL,,,,,,,,,,,,,,,,13.674842,15.584312,17.715651,20.043647,22.394725,24.72688,27.011655,29.260887,31.457953,33.556117,35.520864,37.282218,38.812151,40.215653,41.533088,42.75775
IIASA-WiC POP 2025,SSP3,1,Belgium,million,Population,ANNUAL,,,,,,,,,,,,,,,,11.692354,11.765507,11.852846,11.957028,12.054579,12.150172,12.226123,12.319196,12.444991,12.60812,12.794043,12.983977,13.169898,13.360888,13.573253,13.810359
IIASA-WiC POP 2025,SSP3,1,Benin,million,Population,ANNUAL,,,,,,,,,,,,,,,,14.28294,16.415705,18.749858,21.275014,23.858979,26.517876,29.249993,32.021506,34.829705,37.549751,40.170471,42.570186,44.801684,46.831156,48.729226,50.52799
IIASA-WiC POP 2025,SSP3,1,Burkina Faso,million,Population,ANNUAL,,,,,,,,,,,,,,,,24.191297,27.793973,31.846405,36.320258,40.961339,45.72711,50.531487,55.421987,60.317404,65.139837,69.793815,74.147726,78.097282,81.651146,84.982469,88.204565
IIASA-WiC POP 2025,SSP3,1,Bangladesh,million,Population,ANNUAL,,,,,,,,,,,,,,,,175.53052,184.981833,193.176305,200.121986,205.584712,209.954028,213.524174,216.206474,217.845785,218.523572,218.501274,218.072029,217.376248,216.520797,215.689139,215.262758
IIASA-WiC POP 2025,SSP3,1,Bulgaria,million,Population,ANNUAL,,,,,,,,,,,,,,,,6.678252,6.428153,6.196716,5.98874,5.798471,5.63063,5.479925,5.344756,5.224771,5.125804,5.053747,5.010876,4.995691,5.001976,5.019244,5.039814
IIASA-WiC POP 2025,SSP3,1,Bahrain,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.624196,1.722427,1.812795,1.898401,1.974696,2.038842,2.085934,2.115758,2.125633,2.120371,2.107663,2.096242,2.093567,2.099883,2.109422,2.115721
IIASA-WiC POP 2025,SSP3,1,Bahamas,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.415502,0.425243,0.434224,0.441414,0.445814,0.448143,0.448995,0.449101,0.448828,0.448625,0.448386,0.44783,0.446906,0.445947,0.445436,0.445738
IIASA-WiC POP 2025,SSP3,1,Bosnia and Herzegovina,million,Population,ANNUAL,,,,,,,,,,,,,,,,3.181,3.099106,3.008378,2.912136,2.812787,2.715909,2.6263,2.546876,2.478854,2.421211,2.373469,2.336111,2.309219,2.292198,2.283345,2.280358
IIASA-WiC POP 2025,SSP3,1,Belarus,million,Population,ANNUAL,,,,,,,,,,,,,,,,9.3946,9.202677,9.022368,8.871035,8.742969,8.625518,8.502449,8.383802,8.281631,8.211379,8.177218,8.175757,8.197896,8.232978,8.273695,8.318124
IIASA-WiC POP 2025,SSP3,1,Belize,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.423846,0.456439,0.487436,0.51624,0.542658,0.567973,0.592584,0.616525,0.638839,0.659365,0.67795,0.695268,0.711809,0.728068,0.74435,0.760644
IIASA-WiC POP 2025,SSP3,1,Bolivia,million,Population,ANNUAL,,,,,,,,,,,,,,,,12.620088,13.582292,14.56545,15.516471,16.390717,17.165649,17.844893,18.472723,19.070622,19.639383,20.174499,20.658592,21.109986,21.554645,22.012055,22.479084
IIASA-WiC POP 2025,SSP3,1,Brazil,million,Population,ANNUAL,,,,,,,,,,,,,,,,217.546263,223.036186,227.746134,231.44123,233.548073,234.491066,234.498843,233.903523,232.749044,231.171699,229.246123,227.192726,225.291314,223.843029,223.003562,222.7942
IIASA-WiC POP 2025,SSP3,1,Barbados,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.282601,0.284945,0.286698,0.287507,0.287077,0.285922,0.285042,0.285342,0.28677,0.28902,0.291679,0.294578,0.297618,0.30116,0.305239,0.309696
IIASA-WiC POP 2025,SSP3,1,Brunei Darussalam,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.461429,0.481827,0.500797,0.518332,0.53334,0.545869,0.556151,0.565577,0.574436,0.583303,0.592287,0.601415,0.611001,0.621386,0.63271,0.644914
IIASA-WiC POP 2025,SSP3,1,Bhutan,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.797744,0.826292,0.852566,0.875032,0.890553,0.899182,0.90228,0.901266,0.895617,0.885051,0.870239,0.853379,0.836896,0.82257,0.810838,0.801279
IIASA-WiC POP 2025,SSP3,1,Botswana,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.7334,2.920825,3.101699,3.273309,3.422697,3.543047,3.638636,3.721327,3.792187,3.850929,3.898015,3.931169,3.955905,3.971333,3.982,3.987084
IIASA-WiC POP 2025,SSP3,1,Central African Republic,million,Population,ANNUAL,,,,,,,,,,,,,,,,6.099845,7.111832,8.261132,9.497755,10.743094,12.037077,13.376053,14.750751,16.119043,17.459272,18.751734,19.981183,21.141611,22.191058,23.129785,24.001208
IIASA-WiC POP 2025,SSP3,1,Canada,million,Population,ANNUAL,,,,,,,,,,,,,,,,38.636151,39.197885,39.700116,40.13064,40.475436,40.833238,41.118485,41.462434,41.898147,42.414856,42.946964,43.450677,43.917766,44.377144,44.885782,45.475957
IIASA-WiC POP 2025,SSP3,1,Switzerland,million,Population,ANNUAL,,,,,,,,,,,,,,,,8.846489,8.95695,9.050306,9.138152,9.223899,9.322125,9.405231,9.485723,9.572989,9.67905,9.797203,9.921956,10.056836,10.209103,10.383063,10.571685
IIASA-WiC POP 2025,SSP3,1,Chile,million,Population,ANNUAL,,,,,,,,,,,,,,,,19.581699,19.987726,20.326302,20.570291,20.693677,20.734741,20.695116,20.588052,20.433922,20.250165,20.031437,19.781563,19.521894,19.282803,19.09314,18.967923
IIASA-WiC POP 2025,SSP3,1,China,million,Population,ANNUAL,,,,,,,,,,,,,,,,1426.368117,1418.663506,1405.893135,1388.846752,1363.285741,1327.313442,1282.774333,1235.190073,1188.939128,1146.316257,1106.687731,1069.117197,1034.921292,1005.46232,980.43436,959.344548
IIASA-WiC POP 2025,SSP3,1,lvory Coast,million,Population,ANNUAL,,,,,,,,,,,,,,,,29.762711,33.284327,37.054616,40.983913,44.85691,48.652401,52.403747,56.046816,59.510036,62.735383,65.579313,68.039453,70.329342,72.529017,74.602336,76.505888
IIASA-WiC POP 2025,SSP3,1,Cameroon,million,Population,ANNUAL,,,,,,,,,,,,,,,,29.624897,33.339527,37.29792,41.44831,45.596668,49.70291,53.763863,57.690902,61.401558,64.909709,67.952908,70.620911,72.810523,74.769783,76.588699,78.084977
IIASA-WiC POP 2025,SSP3,1,Democratic Republic of the Congo,million,Population,ANNUAL,,,,,,,,,,,,,,,,107.546464,127.531929,150.33962,175.952803,203.335364,232.416873,263.266736,295.768327,328.749432,361.807602,394.455888,426.055698,456.35106,483.875215,508.568541,530.362048
IIASA-WiC POP 2025,SSP3,1,Congo,million,Population,ANNUAL,,,,,,,,,,,,,,,,6.343255,7.088705,7.896914,8.746848,9.584746,10.416164,11.232864,12.027561,12.802477,13.524911,14.161086,14.716359,15.223751,15.700449,16.13784,16.531295
IIASA-WiC POP 2025,SSP3,1,Colombia,million,Population,ANNUAL,,,,,,,,,,,,,,,,52.418442,54.506042,56.354647,57.913944,59.053879,59.905419,60.588565,61.161801,61.600354,61.91059,62.064404,62.118539,62.183875,62.368324,62.730316,63.277815
IIASA-WiC POP 2025,SSP3,1,Comoros,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.880919,0.97741,1.078965,1.185616,1.291963,1.397785,1.50205,1.603161,1.70079,1.788906,1.869284,1.939964,2.006009,2.069457,2.129507,2.18491
IIASA-WiC POP 2025,SSP3,1,Cabo Verde,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.608115,0.641333,0.671677,0.69959,0.723095,0.742984,0.759824,0.774211,0.785809,0.794474,0.80022,0.804311,0.808059,0.812825,0.81921,0.827229
IIASA-WiC POP 2025,SSP3,1,Costa Rica,million,Population,ANNUAL,,,,,,,,,,,,,,,,5.256994,5.419227,5.568437,5.696752,5.78986,5.850791,5.889156,5.914332,5.928075,5.92935,5.914462,5.886746,5.855348,5.83006,5.814959,5.812079
IIASA-WiC POP 2025,SSP3,1,Cuba,million,Population,ANNUAL,,,,,,,,,,,,,,,,11.211281,11.184803,11.128042,11.041077,10.904101,10.739122,10.555375,10.382793,10.236886,10.141016,10.081031,10.050724,10.034886,10.045824,10.079609,10.147493
IIASA-WiC POP 2025,SSP3,1,Cura??ao,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.19498,0.199013,0.202679,0.205937,0.208587,0.211076,0.213999,0.217714,0.221474,0.22482,0.227355,0.229006,0.230054,0.230887,0.231666,0.232295
IIASA-WiC POP 2025,SSP3,1,Cyprus,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.284492,1.304812,1.320175,1.334239,1.347541,1.360635,1.368869,1.372611,1.370907,1.365073,1.356752,1.348134,1.341632,1.339179,1.34063,1.344056
IIASA-WiC POP 2025,SSP3,1,Czechia,million,Population,ANNUAL,,,,,,,,,,,,,,,,10.851138,10.690255,10.515838,10.372895,10.270854,10.203621,10.146465,10.080454,9.998815,9.929047,9.903772,9.934961,10.012344,10.120201,10.241941,10.362883
IIASA-WiC POP 2025,SSP3,1,Germany,million,Population,ANNUAL,,,,,,,,,,,,,,,,83.596005,82.641675,81.709785,80.84681,79.952317,79.039599,78.180939,77.52892,77.150623,77.049347,77.048473,77.031845,77.051367,77.2216,77.593554,78.11664
IIASA-WiC POP 2025,SSP3,1,Djibouti,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.154103,1.231253,1.309016,1.384636,1.451229,1.504293,1.547417,1.583325,1.615931,1.646854,1.67404,1.695274,1.711132,1.723728,1.73573,1.748553
