model,scenario,version,region,unit,variable,type,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
IIASA-WiC POP 2025,SSP5,1,Gabon,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.512271,2.749896,2.958266,3.143712,3.314153,3.470169,3.596786,3.687504,3.743238,3.766372,3.765829,3.746247,3.709597,3.657444,3.58871,3.503481
IIASA-WiC POP 2025,SSP5,1,United Kingdom,million,Population,ANNUAL,,,,,,,,,,,,,,,,67.833949,69.431146,71.136868,72.980512,75.013951,77.176913,79.096617,80.738254,82.074391,83.248848,84.307673,85.15036,85.579226,85.459999,84.648961,83.274952
IIASA-WiC POP 2025,SSP5,1,Georgia,million,Population,ANNUAL,,,,,,,,,,,,,,,,3.621957,3.335479,3.066925,2.826047,2.609462,2.409961,2.222217,2.046876,1.898515,1.774099,1.668952,1.578812,1.500962,1.434233,1.37817,1.331089
IIASA-WiC POP 2025,SSP5,1,Ghana,million,Population,ANNUAL,,,,,,,,,,,,,,,,35.282895,38.24045,40.871223,43.279824,45.582125,47.683797,49.415168,50.735269,51.637561,52.202182,52.466017,52.441827,52.164464,51.646131,50.890269,49.918378
IIASA-WiC POP 2025,SSP5,1,Guinea,million,Population,ANNUAL,,,,,,,,,,,,,,,,14.62162,15.827009,16.830785,17.683804,18.44382,19.062184,19.516104,19.794542,19.945722,19.990594,19.920676,19.757932,19.500361,19.180262,18.803,18.376614
IIASA-WiC POP 2025,SSP5,1,Guadeloupe,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.397751,0.394752,0.389693,0.382885,0.374651,0.365725,0.356668,0.347453,0.338985,0.33152,0.32543,0.320849,0.317519,0.314729,0.311585,0.307423
IIASA-WiC POP 2025,SSP5,1,Gambia,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.843788,3.104034,3.337555,3.538063,3.717988,3.868294,3.983,4.057131,4.102084,4.118583,4.108476,4.074307,4.021797,3.951422,3.86429,3.761232
IIASA-WiC POP 2025,SSP5,1,Guinea-Bissau,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.214987,2.405825,2.566784,2.705812,2.830404,2.940104,3.022036,3.075331,3.104344,3.11022,3.095832,3.065598,3.021846,2.963597,2.890816,2.803694
IIASA-WiC POP 2025,SSP5,1,Equatorial Guinea,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.790756,2.027691,2.252252,2.467136,2.676929,2.879406,3.058218,3.209381,3.327392,3.410116,3.457591,3.471545,3.457686,3.417094,3.348492,3.249873
IIASA-WiC POP 2025,SSP5,1,Greece,million,Population,ANNUAL,,,,,,,,,,,,,,,,10.364011,10.285098,10.240803,10.228626,10.242942,10.274941,10.290306,10.276532,10.219,10.126991,10.009493,9.869956,9.705766,9.513681,9.289249,9.018879
IIASA-WiC POP 2025,SSP5,1,Grenada,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.126268,0.126056,0.124918,0.123474,0.122071,0.120461,0.118499,0.116058,0.113602,0.111206,0.108799,0.106235,0.103452,0.100512,0.097603,0.094789
IIASA-WiC POP 2025,SSP5,1,Guatemala,million,Population,ANNUAL,,,,,,,,,,,,,,,,18.589952,19.654144,20.47118,21.098067,21.582314,21.884255,22.000689,21.958392,21.813197,21.569365,21.228388,20.791176,20.274072,19.689827,19.049706,18.367129
IIASA-WiC POP 2025,SSP5,1,French Guiana,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.321887,0.35352,0.381508,0.406511,0.429631,0.450247,0.467535,0.481076,0.490575,0.496673,0.500648,0.503055,0.503703,0.502277,0.498027,0.490551
IIASA-WiC POP 2025,SSP5,1,Guam,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.173227,0.172658,0.171365,0.169161,0.166592,0.163541,0.160066,0.156431,0.153273,0.150459,0.148029,0.145734,0.143475,0.141066,0.138455,0.135599
IIASA-WiC POP 2025,SSP5,1,Guyana,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.808134,0.783074,0.750607,0.713859,0.676011,0.637588,0.599732,0.562867,0.530823,0.502819,0.478074,0.455916,0.435749,0.417202,0.400199,0.384768
IIASA-WiC POP 2025,SSP5,1,Hong Kong,million,Population,ANNUAL,,,,,,,,,,,,,,,,7.535771,7.651539,7.757599,7.865216,7.98203,8.1173,8.22618,8.290192,8.289845,8.241421,8.154178,8.027387,7.853799,7.62876,7.35845,7.053901
IIASA-WiC POP 2025,SSP5,1,Honduras,million,Population,ANNUAL,,,,,,,,,,,,,,,,10.827569,11.448753,11.93918,12.3107,12.597691,12.801705,12.921159,12.952007,12.909559,12.792244,12.611177,12.376985,12.098723,11.778155,11.415667,11.009044
IIASA-WiC POP 2025,SSP5,1,Croatia,million,Population,ANNUAL,,,,,,,,,,,,,,,,3.980758,3.824573,3.684464,3.557952,3.446568,3.349164,3.262122,3.18166,3.105142,3.031241,2.958868,2.886224,2.811285,2.732567,2.64848,2.557396
IIASA-WiC POP 2025,SSP5,1,Haiti,million,Population,ANNUAL,,,,,,,,,,,,,,,,12.018019,12.562023,12.945487,13.196256,13.366925,13.438904,13.397226,13.236928,13.008734,12.72348,12.394613,12.030507,11.636481,11.21594,10.775219,10.322564
IIASA-WiC POP 2025,SSP5,1,Hungary,million,Population,ANNUAL,,,,,,,,,,,,,,,,9.592585,9.484162,9.36516,9.244828,9.136468,9.044024,8.95791,8.861663,8.730231,8.559956,8.366173,8.166529,7.966117,7.754458,7.522566,7.267739
IIASA-WiC POP 2025,SSP5,1,Indonesia,million,Population,ANNUAL,,,,,,,,,,,,,,,,280.697803,289.02193,294.861756,298.228769,299.794357,299.501459,297.546042,293.814758,288.51546,281.994911,274.587648,266.550093,258.056928,249.08928,239.606982,229.599793
IIASA-WiC POP 2025,SSP5,1,India,million,Population,ANNUAL,,,,,,,,,,,,,,,,1445.482972,1492.0428,1524.345906,1543.366339,1552.586769,1551.872747,1542.451163,1523.860904,1496.886861,1463.056478,1422.679173,1376.205803,1324.443091,1268.56066,1209.484508,1148.371432
IIASA-WiC POP 2025,SSP5,1,Ireland,million,Population,ANNUAL,,,,,,,,,,,,,,,,5.123491,5.33016,5.551643,5.790413,6.044492,6.303136,6.534968,6.734357,6.895527,7.027535,7.134495,7.215818,7.25243,7.241978,7.203097,7.111208
IIASA-WiC POP 2025,SSP5,1,Iran,million,Population,ANNUAL,,,,,,,,,,,,,,,,90.694703,94.276693,97.190921,99.664689,101.8716,103.700125,105.061916,105.764327,105.741039,105.091501,103.884619,102.164053,99.982295,97.485148,94.882571,92.292266
IIASA-WiC POP 2025,SSP5,1,Iraq,million,Population,ANNUAL,,,,,,,,,,,,,,,,47.025073,51.481505,55.556502,59.334224,62.845711,65.910518,68.459408,70.426394,71.861966,72.843384,73.480897,73.797088,73.779429,73.404246,72.648594,71.290542
IIASA-WiC POP 2025,SSP5,1,Iceland,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.376535,0.388198,0.399108,0.409108,0.418598,0.427872,0.435894,0.442694,0.448265,0.452656,0.455744,0.457017,0.454294,0.446669,0.436026,0.42467
IIASA-WiC POP 2025,SSP5,1,Israel,million,Population,ANNUAL,,,,,,,,,,,,,,,,9.371281,10.089731,10.787596,11.48653,12.197131,12.894229,13.548639,14.13742,14.660785,15.131449,15.561952,15.955169,16.304759,16.604166,16.852762,17.053771
IIASA-WiC POP 2025,SSP5,1,Italy,million,Population,ANNUAL,,,,,,,,,,,,,,,,58.934481,58.87532,58.994043,59.269376,59.677407,60.171094,60.503242,60.618585,60.435831,60.054334,59.543862,58.916353,57.977748,56.697204,55.030991,53.018337
IIASA-WiC POP 2025,SSP5,1,Jamaica,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.835407,2.811045,2.76994,2.714447,2.650026,2.578105,2.498137,2.411083,2.324849,2.238588,2.152617,2.066293,1.97954,1.892967,1.807511,1.718092
IIASA-WiC POP 2025,SSP5,1,Jordan,million,Population,ANNUAL,,,,,,,,,,,,,,,,11.893489,12.941085,13.89524,14.730226,15.469581,16.065699,16.517837,16.818435,16.999617,17.080759,17.077512,16.982752,16.799959,16.530108,16.18154,15.758785
IIASA-WiC POP 2025,SSP5,1,Japan,million,Population,ANNUAL,,,,,,,,,,,,,,,,122.475878,120.074307,117.602976,115.037355,112.481403,110.04382,107.762994,105.50175,103.005249,100.127548,96.826175,93.224525,89.512423,85.794316,82.000316,77.811216
IIASA-WiC POP 2025,SSP5,1,Kazakhstan,million,Population,ANNUAL,,,,,,,,,,,,,,,,19.792327,20.285117,20.615182,20.837788,21.009125,21.085609,21.020967,20.794836,20.507063,20.199619,19.891945,19.588195,19.284432,18.983249,18.686778,18.385186
IIASA-WiC POP 2025,SSP5,1,Kenya,million,Population,ANNUAL,,,,,,,,,,,,,,,,56.833242,61.963853,66.600842,70.746794,74.573994,78.102172,80.902114,82.98731,84.383956,85.158277,85.40969,85.202395,84.560163,83.485653,81.956315,80.0072
IIASA-WiC POP 2025,SSP5,1,Kyrgyzstan,million,Population,ANNUAL,,,,,,,,,,,,,,,,6.897813,7.234982,7.499488,7.711702,7.891601,8.006536,8.045382,8.010837,7.939859,7.849013,7.743269,7.621448,7.487643,7.345452,7.204907,7.06731
IIASA-WiC POP 2025,SSP5,1,Cambodia,million,Population,ANNUAL,,,,,,,,,,,,,,,,17.300953,17.990675,18.471319,18.771736,18.919295,18.921511,18.788921,18.54251,18.219921,17.81591,17.321646,16.747124,16.12741,15.493312,14.840106,14.142629
IIASA-WiC POP 2025,SSP5,1,Kiribati,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.136069,0.142381,0.146525,0.149093,0.151148,0.152297,0.152057,0.150048,0.147059,0.14358,0.139945,0.136259,0.132524,0.128509,0.124245,0.119799
IIASA-WiC POP 2025,SSP5,1,South Korea,million,Population,ANNUAL,,,,,,,,,,,,,,,,51.512989,51.06411,50.462908,49.626428,48.60209,47.485107,46.038284,44.25156,42.289095,40.29066,38.31446,36.403819,34.548814,32.688326,30.774035,28.8167
IIASA-WiC POP 2025,SSP5,1,Kuwait,million,Population,ANNUAL,,,,,,,,,,,,,,,,4.737165,5.025739,5.277852,5.501609,5.698864,5.855375,5.960988,6.013031,6.000237,5.933942,5.83254,5.713184,5.586568,5.455869,5.314962,5.147292
IIASA-WiC POP 2025,SSP5,1,Laos,million,Population,ANNUAL,,,,,,,,,,,,,,,,7.767739,8.070869,8.262612,8.370895,8.417685,8.391347,8.29941,8.149561,7.96374,7.749374,7.508375,7.244465,6.964774,6.679652,6.394922,6.112871
IIASA-WiC POP 2025,SSP5,1,Lebanon,million,Population,ANNUAL,,,,,,,,,,,,,,,,5.939671,6.211975,6.441315,6.626371,6.781043,6.893038,6.95761,6.980869,6.969085,6.930999,6.868757,6.784396,6.673504,6.534103,6.363377,6.158402
IIASA-WiC POP 2025,SSP5,1,Liberia,million,Population,ANNUAL,,,,,,,,,,,,,,,,5.653457,6.260853,6.814856,7.322117,7.797233,8.231788,8.598461,8.88702,9.112467,9.267542,9.360486,9.395305,9.38141,9.318967,9.207592,9.047755
IIASA-WiC POP 2025,SSP5,1,Libya,million,Population,ANNUAL,,,,,,,,,,,,,,,,7.042351,7.409332,7.728515,8.008105,8.250621,8.433907,8.549186,8.603401,8.611111,8.58273,8.532406,8.463805,8.377486,8.271089,8.137431,7.942642
IIASA-WiC POP 2025,SSP5,1,Saint Lucia,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.180791,0.181864,0.181848,0.180758,0.179031,0.176772,0.173964,0.170546,0.166673,0.162492,0.158035,0.153319,0.148265,0.142823,0.13701,0.130888
IIASA-WiC POP 2025,SSP5,1,Sri Lanka,million,Population,ANNUAL,,,,,,,,,,,,,,,,22.224116,22.396255,22.417613,22.300942,22.081446,21.756291,21.330923,20.811215,20.250681,19.669281,19.070262,18.460807,17.845644,17.222142,16.582131,15.910388
IIASA-WiC POP 2025,SSP5,1,Lesotho,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.348805,2.411285,2.448371,2.463401,2.464162,2.455869,2.425478,2.373085,2.309433,2.23959,2.166441,2.091857,2.017148,1.943307,1.870724,1.799482
IIASA-WiC POP 2025,SSP5,1,Lithuania,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.725074,2.535234,2.362496,2.207168,2.072124,1.95255,1.840242,1.734071,1.64059,1.559522,1.490058,1.430245,1.377045,1.327949,1.282099,1.239415
IIASA-WiC POP 2025,SSP5,1,Luxembourg,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.65515,0.693761,0.732072,0.770442,0.809604,0.849806,0.886404,0.917801,0.940855,0.956881,0.967189,0.972214,0.971269,0.963497,0.948803,0.927884
IIASA-WiC POP 2025,SSP5,1,Latvia,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.836499,1.712899,1.606684,1.51964,1.449953,1.392788,1.341525,1.294905,1.252869,1.214954,1.180468,1.148267,1.116867,1.085452,1.053703,1.020831
IIASA-WiC POP 2025,SSP5,1,Macao,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.698767,0.742846,0.783738,0.822762,0.860618,0.89727,0.927665,0.951013,0.964438,0.970249,0.969498,0.961576,0.945233,0.919676,0.886155,0.847386
IIASA-WiC POP 2025,SSP5,1,Morocco,million,Population,ANNUAL,,,,,,,,,,,,,,,,38.409478,39.573158,40.320559,40.689994,40.799754,40.665528,40.311291,39.727691,38.992898,38.104378,37.092997,35.992792,34.850193,33.683367,32.500318,31.287774
IIASA-WiC POP 2025,SSP5,1,Moldova,million,Population,ANNUAL,,,,,,,,,,,,,,,,3.054643,2.867634,2.688927,2.531227,2.395082,2.27374,2.157945,2.046768,1.945599,1.85293,1.767977,1.690305,1.619902,1.557031,1.501386,1.45088
IIASA-WiC POP 2025,SSP5,1,Madagascar,million,Population,ANNUAL,,,,,,,,,,,,,,,,31.357004,34.3634,36.971552,39.32424,41.570192,43.602677,45.292642,46.617577,47.60925,48.29879,48.694201,48.815198,48.680779,48.297979,47.685465,46.844793
IIASA-WiC POP 2025,SSP5,1,Maldives,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.548228,0.58761,0.622598,0.655655,0.6883,0.719026,0.74572,0.767148,0.78105,0.7883,0.78859,0.780781,0.763113,0.734897,0.698137,0.657796
IIASA-WiC POP 2025,SSP5,1,Mexico,million,Population,ANNUAL,,,,,,,,,,,,,,,,130.41403,134.235035,137.00532,138.801024,139.901529,140.213921,139.769304,138.537767,136.787027,134.642637,132.191357,129.482772,126.516714,123.247678,119.629009,115.446528
IIASA-WiC POP 2025,SSP5,1,North Macedonia,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.095603,2.10461,2.105125,2.096997,2.084486,2.069826,2.053498,2.033473,2.007187,1.974295,1.935779,1.892692,1.845865,1.795713,1.742254,1.684247
IIASA-WiC POP 2025,SSP5,1,Mali,million,Population,ANNUAL,,,,,,,,,,,,,,,,24.361669,27.442749,30.315276,33.004977,35.583491,37.905169,39.895825,41.479826,42.804547,43.887395,44.717307,45.320083,45.615545,45.607493,45.286722,44.720226
IIASA-WiC POP 2025,SSP5,1,Malta,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.517403,0.527682,0.535018,0.540457,0.546067,0.553311,0.560182,0.565404,0.566802,0.564297,0.557929,0.547649,0.533275,0.514801,0.492965,0.469276
IIASA-WiC POP 2025,SSP5,1,Myanmar,million,Population,ANNUAL,,,,,,,,,,,,,,,,54.951374,55.616261,55.561957,54.963078,54.099527,53.01076,51.679699,50.098735,48.364512,46.49964,44.556006,42.592057,40.62275,38.668748,36.727609,34.814217
IIASA-WiC POP 2025,SSP5,1,Montenegro,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.648657,0.639801,0.631451,0.624453,0.618819,0.613892,0.608388,0.601804,0.594228,0.585849,0.576803,0.567092,0.556548,0.545042,0.5324,0.518244
IIASA-WiC POP 2025,SSP5,1,Mongolia,million,Population,ANNUAL,,,,,,,,,,,,,,,,3.507299,3.676765,3.822436,3.950081,4.073204,4.180389,4.255223,4.287958,4.292883,4.274941,4.241427,4.198211,4.148807,4.094378,4.035921,3.968623
IIASA-WiC POP 2025,SSP5,1,Mozambique,million,Population,ANNUAL,,,,,,,,,,,,,,,,35.042684,38.956909,42.394476,45.588438,48.6722,51.580543,54.080922,56.104938,57.691754,58.875553,59.619587,59.959714,59.872627,59.420149,58.631847,57.527921
IIASA-WiC POP 2025,SSP5,1,Mauritania,million,Population,ANNUAL,,,,,,,,,,,,,,,,5.009208,5.496706,5.923324,6.300929,6.65197,6.960525,7.21565,7.408892,7.551115,7.642824,7.684336,7.678727,7.637148,7.562709,7.456016,7.317819
IIASA-WiC POP 2025,SSP5,1,Martinique,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.366326,0.358584,0.350929,0.342108,0.331806,0.320317,0.308509,0.296917,0.286858,0.278545,0.272042,0.267191,0.263517,0.260361,0.257037,0.253093
IIASA-WiC POP 2025,SSP5,1,Mauritius,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.29863,1.289981,1.274025,1.249983,1.220588,1.187108,1.151133,1.113504,1.075421,1.03692,0.997888,0.958352,0.91848,0.877929,0.836191,0.793035
IIASA-WiC POP 2025,SSP5,1,Malawi,million,Population,ANNUAL,,,,,,,,,,,,,,,,21.722635,24.209764,26.57015,28.772082,30.88298,32.850929,34.549198,35.946905,37.066079,37.920406,38.494477,38.804918,38.853117,38.683528,38.314215,37.754765
IIASA-WiC POP 2025,SSP5,1,Malaysia,million,Population,ANNUAL,,,,,,,,,,,,,,,,34.725784,36.510081,38.095969,39.473844,40.733493,41.854951,42.805658,43.53292,43.956704,44.096647,43.971837,43.588152,42.947066,42.062988,40.966491,39.677891
IIASA-WiC POP 2025,SSP5,1,Mayotte,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.356558,0.412798,0.470658,0.530305,0.594574,0.661356,0.728545,0.794509,0.861973,0.931798,1.004831,1.081306,1.160919,1.243465,1.329336,1.419192
IIASA-WiC POP 2025,SSP5,1,Namibia,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.679352,2.873169,3.03424,3.174061,3.301371,3.417974,3.504528,3.554916,3.580086,3.581998,3.567128,3.537887,3.495242,3.439805,3.372136,3.294954
IIASA-WiC POP 2025,SSP5,1,New Caledonia,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.299259,0.312251,0.323712,0.334084,0.343566,0.351769,0.358425,0.363284,0.366093,0.367176,0.366897,0.365441,0.36276,0.358788,0.353562,0.34712
IIASA-WiC POP 2025,SSP5,1,Niger,million,Population,ANNUAL,,,,,,,,,,,,,,,,28.709716,33.352965,37.932916,42.631783,47.563053,52.521944,57.265237,61.648185,65.669743,69.293804,72.51277,75.230639,77.453453,79.090515,80.101351,80.441743
IIASA-WiC POP 2025,SSP5,1,Nigeria,million,Population,ANNUAL,,,,,,,,,,,,,,,,232.14437,256.739121,281.112715,305.609638,331.015903,356.033591,379.091939,399.684712,418.156759,434.401341,448.447447,460.024362,468.619403,474.164258,476.332634,475.382569
IIASA-WiC POP 2025,SSP5,1,Nicaragua,million,Population,ANNUAL,,,,,,,,,,,,,,,,7.160782,7.419084,7.583213,7.670455,7.701048,7.678788,7.606772,7.48028,7.328132,7.151347,6.957797,6.751324,6.53801,6.32042,6.102116,5.88506
IIASA-WiC POP 2025,SSP5,1,Netherlands,million,Population,ANNUAL,,,,,,,,,,,,,,,,17.582513,17.825463,18.053276,18.248315,18.429412,18.618255,18.775068,18.898909,18.989316,19.068677,19.148056,19.105357,18.933481,18.58262,18.104624,17.55062
IIASA-WiC POP 2025,SSP5,1,Norway,million,Population,ANNUAL,,,,,,,,,,,,,,,,5.506107,5.698339,5.898989,6.105504,6.320545,6.547803,6.754848,6.941681,7.099304,7.234755,7.350607,7.429959,7.439084,7.36968,7.236468,7.064135
IIASA-WiC POP 2025,SSP5,1,Nepal,million,Population,ANNUAL,,,,,,,,,,,,,,,,30.601911,31.289124,31.562896,31.537316,31.357242,31.012302,30.489745,29.789528,29.051214,28.286012,27.499403,26.694412,25.867962,25.024736,24.173008,23.33095
IIASA-WiC POP 2025,SSP5,1,New Zealand,million,Population,ANNUAL,,,,,,,,,,,,,,,,5.179058,5.363005,5.538742,5.706866,5.872707,6.031953,6.169135,6.282226,6.36774,6.431684,6.476367,6.499528,6.494997,6.455931,6.380632,6.273933
IIASA-WiC POP 2025,SSP5,1,Oman,million,Population,ANNUAL,,,,,,,,,,,,,,,,4.991532,5.365012,5.676132,5.942473,6.19634,6.428426,6.613708,6.733495,6.778118,6.750698,6.658212,6.512951,6.326196,6.119057,5.914086,5.7228
IIASA-WiC POP 2025,SSP5,1,Pakistan,million,Population,ANNUAL,,,,,,,,,,,,,,,,248.722589,268.420359,285.974365,301.058555,314.745195,326.826512,336.339125,343.024282,347.423926,349.907716,350.636266,349.687762,347.336683,343.827455,339.316978,334.023864
IIASA-WiC POP 2025,SSP5,1,Panama,million,Population,ANNUAL,,,,,,,,,,,,,,,,4.540154,4.776443,4.975405,5.133071,5.262706,5.355309,5.415308,5.443731,5.44466,5.421598,5.373497,5.306264,5.218456,5.112167,4.986499,4.839128
IIASA-WiC POP 2025,SSP5,1,Peru,million,Population,ANNUAL,,,,,,,,,,,,,,,,34.546824,35.517501,36.142314,36.427084,36.501291,36.359351,36.012457,35.446373,34.734094,33.899208,32.975438,31.994035,30.972819,29.920667,28.843125,27.741457
IIASA-WiC POP 2025,SSP5,1,Philippines,million,Population,ANNUAL,,,,,,,,,,,,,,,,119.754409,126.665035,132.397519,136.940007,140.67083,143.417012,145.057427,145.526177,145.211081,144.250634,142.692624,140.634792,138.028502,134.922994,131.403492,127.546067
IIASA-WiC POP 2025,SSP5,1,Papua New Guinea,million,Population,ANNUAL,,,,,,,,,,,,,,,,10.657199,11.598996,12.42779,13.16374,13.831953,14.413212,14.878443,15.224067,15.422615,15.497675,15.46066,15.318307,15.064918,14.705878,14.24475,13.693306
IIASA-WiC POP 2025,SSP5,1,Poland,million,Population,ANNUAL,,,,,,,,,,,,,,,,39.009959,38.257551,37.510697,36.807484,36.164671,35.59066,34.971602,34.308557,33.591467,32.810932,31.963582,31.064425,30.140958,29.227193,28.35317,27.533408
IIASA-WiC POP 2025,SSP5,1,Puerto Rico,million,Population,ANNUAL,,,,,,,,,,,,,,,,3.109319,2.873255,2.66261,2.475914,2.314424,2.179011,2.062638,1.964024,1.882667,1.814409,1.755355,1.701627,1.649777,1.597242,1.541966,1.482477
IIASA-WiC POP 2025,SSP5,1,North Korea,million,Population,ANNUAL,,,,,,,,,,,,,,,,26.39872,26.531965,26.387,26.107651,25.74696,25.340636,24.857306,24.204728,23.428978,22.62579,21.852654,21.109533,20.357556,19.560203,18.722756,17.882941
IIASA-WiC POP 2025,SSP5,1,Portugal,million,Population,ANNUAL,,,,,,,,,,,,,,,,10.196377,10.135705,10.106166,10.093139,10.094651,10.105825,10.108996,10.094214,10.045252,9.969035,9.870736,9.752739,9.60509,9.392488,9.134109,8.815938
IIASA-WiC POP 2025,SSP5,1,Paraguay,million,Population,ANNUAL,,,,,,,,,,,,,,,,7.003398,7.310435,7.526007,7.674068,7.76731,7.806253,7.78327,7.706383,7.601837,7.47326,7.323066,7.150561,6.960772,6.757532,6.547826,6.332578
IIASA-WiC POP 2025,SSP5,1,Palestine,million,Population,ANNUAL,,,,,,,,,,,,,,,,5.559569,6.022072,6.410446,6.725851,6.993077,7.206514,7.344968,7.410107,7.433978,7.427012,7.403768,7.369665,7.322963,7.268904,7.205619,7.138516
IIASA-WiC POP 2025,SSP5,1,French Polynesia,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.310863,0.317008,0.321151,0.323309,0.323686,0.322241,0.318517,0.312958,0.306714,0.300181,0.293559,0.286854,0.28004,0.273285,0.266922,0.261025
IIASA-WiC POP 2025,SSP5,1,Qatar,million,Population,ANNUAL,,,,,,,,,,,,,,,,3.125791,3.582461,4.025661,4.459151,4.884165,5.286539,5.655409,5.980757,6.218528,6.369392,6.432868,6.409619,6.302419,6.123516,5.896056,5.641577
IIASA-WiC POP 2025,SSP5,1,R??union,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.000816,1.034993,1.062097,1.085288,1.104365,1.118162,1.126691,1.129866,1.129678,1.127973,1.126138,1.124159,1.121535,1.11711,1.110057,1.099399
IIASA-WiC POP 2025,SSP5,1,Romania,million,Population,ANNUAL,,,,,,,,,,,,,,,,18.885716,18.140381,17.381152,16.649018,15.946767,15.269218,14.608416,13.939073,13.276355,12.634855,12.04524,11.521382,11.057017,10.641397,10.268708,9.918909
IIASA-WiC POP 2025,SSP5,1,Russian Federation,million,Population,ANNUAL,,,,,,,,,,,,,,,,145.394341,144.889398,144.709001,145.049598,145.954459,147.129412,148.039349,148.563877,148.504302,147.94725,146.965758,145.590595,143.838087,141.77922,139.480435,136.83931
IIASA-WiC POP 2025,SSP5,1,Rwanda,million,Population,ANNUAL,,,,,,,,,,,,,,,,14.570678,15.990374,17.233288,18.335547,19.363531,20.32969,21.129636,21.735177,22.151727,22.39598,22.47703,22.418454,22.25676,22.005913,21.660448,21.22188
IIASA-WiC POP 2025,SSP5,1,Saudi Arabia,million,Population,ANNUAL,,,,,,,,,,,,,,,,39.22019,41.943947,44.256424,46.180061,47.792227,49.058599,49.952242,50.43425,50.446057,50.041029,49.315082,48.390752,47.354413,46.216179,44.932167,43.483356
