model,scenario,version,region,unit,variable,type,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
OECD ENV-Growth 2025,SSP2,1,Spain,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,1728.124008,1850.625184,2016.871929,2209.223395,2412.7723,2622.026042,2837.909958,3057.376376,3268.438347,3455.365124,3620.44034,3769.708406,3908.942071,4038.761058,4154.207593,4246.631038
OECD ENV-Growth 2025,SSP2,1,Spain,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,1900.915238,2035.665031,2218.534414,2430.11867,2654.019972,2884.196524,3121.666187,3363.076558,3595.242141,3800.859306,3982.440022,4146.633065,4299.788391,4442.587687,4569.57746,4671.242117
OECD ENV-Growth 2025,SSP2,1,Spain,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,2035.64,2179.94,2375.77,2602.35,2842.12,3088.61,3342.91,3601.43,3850.05,4070.24,4264.69,4440.52,4604.53,4757.45,4893.44,5002.31
OECD ENV-Growth 2025,SSP2,1,Sri Lanka,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,245.723655,287.977107,334.6003972,383.4180418,435.1210557,490.6709291,551.6617589,618.0567029,689.3390725,764.4359524,842.9564564,924.5761939,1009.169362,1095.505793,1182.659941,1270.155552
OECD ENV-Growth 2025,SSP2,1,Sri Lanka,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,268.7759115,314.9933181,365.9905138,419.3879245,475.9413918,536.7026069,603.4152149,676.0389173,754.008553,836.1505525,922.0373591,1011.31415,1103.84332,1198.279295,1293.6097,1389.313602
OECD ENV-Growth 2025,SSP2,1,Sri Lanka,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,273.455,320.477,372.362,426.689,484.227,546.046,613.92,687.808,767.135,850.707,938.089,1028.92,1123.06,1219.14,1316.13,1413.5
OECD ENV-Growth 2025,SSP2,1,Sudan,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,128.7257093,160.7665211,195.7199022,233.8178046,277.4052376,328.0922707,388.2918845,461.068734,549.1654604,653.4452988,775.689097,916.4567682,1076.520636,1255.69293,1454.406967,1671.345804
OECD ENV-Growth 2025,SSP2,1,Sudan,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,142.1124765,177.4853568,216.0736976,258.1335728,306.2538595,362.2120658,428.672109,509.0173513,606.2756537,721.4000229,856.356505,1011.763241,1188.472873,1386.278102,1605.657308,1845.156593
OECD ENV-Growth 2025,SSP2,1,Sudan,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,151.506,189.217,230.356,275.196,326.497,386.154,457.007,542.663,646.35,769.084,912.961,1078.64,1267.03,1477.91,1711.79,1967.12
OECD ENV-Growth 2025,SSP2,1,Suriname,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,7.626111536,8.853467566,10.26928633,11.95334765,13.87962801,16.00986204,18.30578435,20.77494024,23.37644658,26.05486863,28.80866653,31.59664919,34.41057839,37.25977025,40.14884432,43.0937381
OECD ENV-Growth 2025,SSP2,1,Suriname,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,8.824653736,10.24490466,11.88323768,13.83197105,16.06099132,18.52601921,21.18277546,24.03999117,27.05035793,30.14972869,33.3363216,36.56247184,39.81864646,43.11562572,46.45875521,49.86647719
OECD ENV-Growth 2025,SSP2,1,Suriname,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,9.90498,11.4991,13.338,15.5253,18.0272,20.794,23.776,26.983,30.3619,33.8407,37.4174,41.0385,44.6933,48.3939,52.1463,55.9712
OECD ENV-Growth 2025,SSP2,1,Sweden,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,527.2945207,598.6365878,657.9820927,711.3222451,762.4013302,813.118008,865.2931538,920.8148208,979.206576,1037.306638,1093.51511,1146.983431,1196.960268,1243.604726,1287.853762,1329.583625
OECD ENV-Growth 2025,SSP2,1,Sweden,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,575.2140627,653.0395637,717.7782774,775.9658833,831.6869402,887.0126551,943.9293808,1004.496753,1068.195042,1131.575129,1192.891723,1251.219145,1305.737783,1356.621203,1404.891508,1450.413703
OECD ENV-Growth 2025,SSP2,1,Sweden,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,596.541,677.252,744.391,804.736,862.523,919.9,978.927,1041.74,1107.8,1173.53,1237.12,1297.61,1354.15,1406.92,1456.98,1504.19
OECD ENV-Growth 2025,SSP2,1,Switzerland,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,545.7690022,576.4259734,608.0172778,636.9590805,665.4295454,694.1569519,723.5008515,754.8994497,788.6530678,823.1508156,857.0170543,888.5007436,916.6642133,941.5658594,963.5727413,982.5680673
OECD ENV-Growth 2025,SSP2,1,Switzerland,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,634.9963781,670.6654352,707.4215789,741.0950557,774.2201362,807.6441655,841.7854777,878.3174098,917.5893824,957.7271418,997.1301472,1033.761082,1066.528977,1095.501775,1121.106546,1143.207404
OECD ENV-Growth 2025,SSP2,1,Switzerland,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,654.222,690.971,728.84,763.533,797.661,832.097,867.272,904.91,945.371,986.724,1027.32,1065.06,1098.82,1128.67,1155.05,1177.82
OECD ENV-Growth 2025,SSP2,1,Taiwan,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,1380.545214,1546.714056,1643.236791,1654.059468,1612.702058,1541.776565,1457.128447,1369.381367,1285.63356,1206.074565,1132.088016,1065.569304,1008.082125,959.9581733,920.8884992,890.0163869
OECD ENV-Growth 2025,SSP2,1,Taiwan,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,1482.129521,1660.525522,1764.150666,1775.769705,1731.369104,1655.224717,1564.347959,1470.144208,1380.234007,1294.820843,1215.390161,1143.976819,1082.259576,1030.594531,988.6500033,955.5062362
OECD ENV-Growth 2025,SSP2,1,Taiwan,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,1456.74,1632.08,1733.93,1745.35,1701.71,1626.87,1537.55,1444.96,1356.59,1272.64,1194.57,1124.38,1063.72,1012.94,971.714,939.138
OECD ENV-Growth 2025,SSP2,1,Tajikistan,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,46.72962455,58.43017461,72.99552025,90.4857845,111.0155709,135.2710411,164.0085003,197.5810986,235.9732701,278.693718,325.4398812,376.3781197,431.6650648,491.3921658,555.1479007,622.5557708
OECD ENV-Growth 2025,SSP2,1,Tajikistan,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,48.22614069,60.30140086,75.33320166,93.3835916,114.5708444,139.6030959,169.2608722,203.9086329,243.5303137,287.6188838,335.8620929,388.4316284,445.4891378,507.1289991,572.9265113,642.4931183
OECD ENV-Growth 2025,SSP2,1,Tajikistan,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,48.033,60.0599,75.0315,93.0096,114.112,139.044,168.583,203.092,242.555,286.467,334.517,386.876,443.705,505.098,570.632,639.92
OECD ENV-Growth 2025,SSP2,1,Tanzania,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,217.7309221,305.787558,419.3844932,553.4084736,716.4830512,916.7705254,1164.444423,1470.990346,1847.835723,2300.891649,2841.263506,3474.613065,4207.00725,5048.356757,6002.432637,7068.403805
OECD ENV-Growth 2025,SSP2,1,Tanzania,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,209.2302829,293.8490163,403.010906,531.8023293,688.5101578,880.978019,1118.982245,1413.560019,1775.692619,2211.060359,2730.335047,3338.957406,4042.757496,4851.25908,5768.08598,6792.439558
OECD ENV-Growth 2025,SSP2,1,Tanzania,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,209.587,294.35,403.698,532.709,689.684,882.48,1120.89,1415.97,1778.72,2214.83,2734.99,3344.65,4049.65,4859.53,5777.92,6804.02
OECD ENV-Growth 2025,SSP2,1,Thailand,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,1257.373233,1458.6941,1657.503611,1841.721598,2015.041771,2179.48971,2327.53135,2464.363548,2591.223648,2701.072525,2798.932889,2883.998173,2959.577134,3027.732015,3090.790861,3150.962566
OECD ENV-Growth 2025,SSP2,1,Thailand,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,1332.860651,1546.267979,1757.013179,1952.290843,2136.016432,2310.337136,2467.266576,2612.313605,2746.789854,2863.233597,2966.969087,3057.141334,3137.257738,3209.504353,3276.348988,3340.133149
OECD ENV-Growth 2025,SSP2,1,Thailand,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,1371.85,1591.5,1808.41,2009.4,2198.5,2377.92,2539.44,2688.73,2827.14,2946.99,3053.76,3146.57,3229.03,3303.39,3372.19,3437.84
OECD ENV-Growth 2025,SSP2,1,Timor-Leste,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,2.802240097,3.28860459,4.05568818,5.130201455,6.592369968,8.532113335,11.03421272,14.1854859,18.09948804,22.84549116,28.44888605,34.9005615,42.13894983,50.19265759,59.06865215,68.74341856
OECD ENV-Growth 2025,SSP2,1,Timor-Leste,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,3.739971722,4.389091494,5.412869199,6.846953761,8.798417127,11.38726929,14.72666228,18.93246627,24.15623613,30.49042479,37.96891975,46.57956084,56.24017762,66.9889494,78.8351751,91.74747082
OECD ENV-Growth 2025,SSP2,1,Timor-Leste,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,4.18281,4.90879,6.05379,7.65768,9.84021,12.7356,16.4704,21.1742,27.0165,34.1007,42.4647,52.0949,62.8994,74.9209,88.1698,102.611
OECD ENV-Growth 2025,SSP2,1,Togo,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,22.17891806,29.30391255,38.94400689,50.67821325,65.25467264,83.37392595,105.7453903,133.0666805,166.0385323,205.1681601,250.8262204,303.1346397,362.0446475,427.6771947,500.0937324,579.6044416
OECD ENV-Growth 2025,SSP2,1,Togo,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,22.76724107,30.08123478,39.97704445,52.02251503,66.98563289,85.58552162,108.5504165,136.5964374,170.4429081,210.6104972,257.4796936,311.1756579,371.6483259,439.021857,513.3593322,594.9791605
OECD ENV-Growth 2025,SSP2,1,Togo,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,22.738,30.0426,39.9257,51.9557,66.8996,85.4756,108.411,136.421,170.224,210.34,257.149,310.776,371.171,438.458,512.7,594.215
OECD ENV-Growth 2025,SSP2,1,Tonga,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,0.543147387,0.585084694,0.664807346,0.774533541,0.916233942,1.094950345,1.316257373,1.583957122,1.906778351,2.284051675,2.715098788,3.202499045,3.750679301,4.365824658,5.051308806,5.811344399
OECD ENV-Growth 2025,SSP2,1,Tonga,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,0.591097734,0.636737366,0.723498124,0.842911209,0.99712126,1.191615173,1.432459713,1.723792635,2.075113292,2.485693206,2.954794185,3.4852233,4.081798217,4.751250072,5.497250397,6.324383744
OECD ENV-Growth 2025,SSP2,1,Tonga,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,0.608561,0.655549,0.744873,0.867814,1.02658,1.22682,1.47478,1.77472,2.13642,2.55913,3.04209,3.58819,4.20239,4.89162,5.65966,6.51123
OECD ENV-Growth 2025,SSP2,1,Trinidad and Tobago,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,39.67397037,42.63344972,45.74848995,49.23836287,52.94580865,57.04751897,61.69958562,67.03176656,72.81640136,78.75256201,84.82283419,91.12034205,97.80202688,104.9738612,112.577231,120.5103049
OECD ENV-Growth 2025,SSP2,1,Trinidad and Tobago,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,34.32477007,36.88522589,39.58026847,42.59960544,45.80718015,49.35586112,53.38069445,57.99394296,62.99864144,68.13443571,73.38625938,78.83468078,84.61548098,90.82034432,97.39855962,104.2620254
OECD ENV-Growth 2025,SSP2,1,Trinidad and Tobago,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,37.3631,40.1502,43.0838,46.3704,49.8619,53.7247,58.1058,63.1274,68.5751,74.1655,79.8822,85.8129,92.1054,98.8595,106.02,113.491
OECD ENV-Growth 2025,SSP2,1,Tunisia,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,125.9499433,143.3740639,164.4818403,189.7189912,218.796112,251.4916833,288.5667319,330.4991326,376.9860824,427.4210824,480.3187009,534.8634244,591.27052,649.7373902,710.0809239,771.3980719
OECD ENV-Growth 2025,SSP2,1,Tunisia,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,136.7625654,155.6825218,178.6023705,206.0060946,237.5794446,273.0818838,313.3397722,358.8720093,409.3497972,464.1145696,521.5533728,580.7806827,642.0302466,705.5164137,771.0403534,837.6214906
OECD ENV-Growth 2025,SSP2,1,Tunisia,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,141.006,160.513,184.144,212.398,244.951,281.555,323.062,370.007,422.051,478.515,537.736,598.801,661.951,727.407,794.964,863.611
OECD ENV-Growth 2025,SSP2,1,Turkey,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,2735.189452,3309.459333,3879.665261,4405.553077,4904.026726,5366.31017,5802.834807,6207.66236,6561.436499,6850.266214,7083.128985,7267.355694,7417.870861,7547.12034,7661.10372,7760.539197
OECD ENV-Growth 2025,SSP2,1,Turkey,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,3098.200432,3748.686705,4394.569661,4990.252662,5554.88312,6078.520254,6572.979904,7031.535672,7432.26228,7759.425118,8023.19315,8231.870202,8402.361556,8548.764868,8677.875981,8790.508413
OECD ENV-Growth 2025,SSP2,1,Turkey,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,3122.89,3778.56,4429.59,5030.02,5599.15,6126.96,6625.36,7087.57,7491.49,7821.26,8087.13,8297.47,8469.32,8616.89,8747.03,8860.56
OECD ENV-Growth 2025,SSP2,1,Turkmenistan,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,108.6370234,120.418845,135.9760346,150.2268335,163.6573404,177.8473769,192.5863,209.4012704,228.124179,247.5428165,267.1285506,287.8242104,310.2131146,334.819845,361.5066735,389.822946
OECD ENV-Growth 2025,SSP2,1,Turkmenistan,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,104.2834154,115.5930828,130.5268209,144.2065217,157.0988037,170.7201772,184.8684407,201.0095544,218.982146,237.6225853,256.4234248,276.28971,297.7813832,321.4020035,347.0193625,374.2008657
OECD ENV-Growth 2025,SSP2,1,Turkmenistan,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,107.274,118.908,134.27,148.342,161.604,175.616,190.17,206.774,225.262,244.437,263.777,284.213,306.321,330.619,356.971,384.932
OECD ENV-Growth 2025,SSP2,1,Uganda,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,154.8468381,214.8557628,292.9974593,383.2349489,491.824716,624.3647281,786.2058651,983.8861763,1225.082612,1513.290022,1854.316686,2251.667799,2711.526294,3238.879888,3836.360351,4504.254994
OECD ENV-Growth 2025,SSP2,1,Uganda,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,137.7229857,191.0957789,260.596118,340.8546279,437.4359151,555.3188916,699.2627065,875.0823939,1089.605942,1345.941723,1649.255701,2002.665446,2411.670148,2880.705954,3412.113597,4006.148615
OECD ENV-Growth 2025,SSP2,1,Uganda,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,134.738,186.954,254.948,333.467,427.955,543.283,684.107,856.116,1065.99,1316.77,1613.51,1959.26,2359.4,2818.27,3338.16,3919.32
OECD ENV-Growth 2025,SSP2,1,Ukraine,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,298.6921655,372.6979405,451.2605367,529.7341408,605.3670016,681.0552197,759.2015847,841.7751365,926.4088228,1010.993458,1094.064526,1176.294722,1260.192646,1347.51712,1437.623476,1528.563696
OECD ENV-Growth 2025,SSP2,1,Ukraine,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,385.9767779,481.6087158,583.1290811,684.5344486,782.2689435,880.0749724,981.0574743,1087.760887,1197.126453,1306.428633,1413.774947,1520.034668,1628.449465,1741.292127,1857.7296,1975.244612
OECD ENV-Growth 2025,SSP2,1,Ukraine,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,426.261,531.874,643.99,755.979,863.914,971.928,1083.45,1201.29,1322.07,1442.78,1561.33,1678.68,1798.41,1923.03,2051.62,2181.4
OECD ENV-Growth 2025,SSP2,1,United Arab Emirates,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,948.1182049,1174.748873,1387.227915,1548.635916,1668.656635,1753.190574,1814.026765,1862.212188,1893.725406,1901.181819,1884.006935,1853.870101,1818.120012,1784.751667,1759.689503,1742.849739
OECD ENV-Growth 2025,SSP2,1,United Arab Emirates,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,811.1291395,1005.015026,1186.793988,1324.880918,1427.560418,1499.880452,1551.926712,1593.150054,1620.110078,1626.489149,1611.795783,1586.013276,1555.428546,1526.881434,1505.440381,1491.033714
OECD ENV-Growth 2025,SSP2,1,United Arab Emirates,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,792.174,981.529,1159.06,1293.92,1394.2,1464.83,1515.66,1555.92,1582.25,1588.48,1574.13,1548.95,1519.08,1491.2,1470.26,1456.19
OECD ENV-Growth 2025,SSP2,1,United Kingdom,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,2833.979984,3087.212443,3376.099822,3717.61404,4104.693598,4517.23103,4946.81855,5399.362454,5870.823879,6339.801184,6795.567495,7230.131938,7640.332909,8025.701377,8384.543627,8709.442043
OECD ENV-Growth 2025,SSP2,1,United Kingdom,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,3105.539566,3383.037439,3699.606784,4073.845812,4498.016374,4950.084252,5420.836003,5916.743881,6433.382006,6947.297978,7446.737042,7922.942618,8372.450149,8794.74566,9187.973138,9544.004195
OECD ENV-Growth 2025,SSP2,1,United Kingdom,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,3262.8,3554.35,3886.95,4280.14,4725.79,5200.75,5695.34,6216.36,6759.16,7299.1,7823.83,8324.15,8796.42,9240.1,9653.24,10027.3
OECD ENV-Growth 2025,SSP2,1,United States,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,20683.63651,22689.95696,24494.87453,26190.35155,27839.93704,29474.10584,31136.68795,32847.85055,34608.13144,36349.67925,38059.04922,39727.7263,41359.74394,42961.82452,44536.29847,46063.62605
OECD ENV-Growth 2025,SSP2,1,United States,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,22456.81172,24635.13082,26594.7811,28435.60866,30226.61049,32000.87398,33805.98661,35663.84445,37575.03141,39465.87935,41321.79088,43133.52099,44905.4489,46644.87329,48354.32439,50012.58733
OECD ENV-Growth 2025,SSP2,1,United States,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,23076.2,25314.6,27328.3,29219.9,31060.3,32883.5,34738.4,36647.5,38611.4,40554.4,42461.5,44323.2,46144,47931.4,49688,51392
OECD ENV-Growth 2025,SSP2,1,United States Virgin Islands,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,3.24045,3.4656,3.67637,3.95129,4.26873,4.61537,4.9909,5.40709,5.86291,6.34378,6.84525,7.36694,7.9156,8.49313,9.10007,9.73313
OECD ENV-Growth 2025,SSP2,1,Uruguay,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,84.40568377,94.64985286,104.2687556,113.1651117,121.7011353,129.8674182,137.7627461,145.1443884,152.1685207,158.2066777,163.2682678,167.3100134,170.5605326,173.166593,175.2156902,176.8404794
OECD ENV-Growth 2025,SSP2,1,Uruguay,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,87.28635555,97.8801467,107.8273319,117.0273107,125.8546592,134.2996482,142.4644348,150.0980044,157.3618624,163.6060951,168.8404316,173.0201174,176.3815733,179.0765755,181.1956062,182.8758476
OECD ENV-Growth 2025,SSP2,1,Uruguay,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,89.7154,100.604,110.828,120.284,129.357,138.037,146.429,154.275,161.741,168.159,173.539,177.835,181.29,184.06,186.238,187.965
OECD ENV-Growth 2025,SSP2,1,Uzbekistan,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,373.0682168,486.9089387,617.8233948,756.41402,899.5670632,1049.735984,1211.503074,1389.097294,1581.796519,1786.906581,2000.849979,2223.770255,2459.730743,2711.613319,2979.086733,3258.794317
OECD ENV-Growth 2025,SSP2,1,Uzbekistan,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,352.6032492,460.1991435,583.9321782,714.9202992,850.2205631,992.1518423,1145.045064,1312.897206,1495.025754,1688.884333,1891.091688,2101.783486,2324.800165,2562.865513,2815.66645,3080.030442
OECD ENV-Growth 2025,SSP2,1,Uzbekistan,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,337.873,440.974,559.538,685.054,814.702,950.704,1097.21,1258.05,1432.57,1618.33,1812.09,2013.98,2227.68,2455.8,2698.04,2951.36
OECD ENV-Growth 2025,SSP2,1,Vanuatu,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,0.759414779,0.893778278,1.168061993,1.567599438,2.137640465,2.949674485,4.100154188,5.716841236,7.953817174,10.93627326,14.80455543,19.67217208,25.64658047,32.797485,41.17522277,50.79282432
OECD ENV-Growth 2025,SSP2,1,Vanuatu,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,0.82673494,0.973009417,1.271607675,1.706563084,2.327136778,3.211155519,4.46362228,6.223624464,8.658902548,11.90574567,16.11694107,21.41605939,27.92008367,35.70489744,44.82530005,55.29547717
OECD ENV-Growth 2025,SSP2,1,Vanuatu,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,0.850883,1.00143,1.30875,1.75641,2.39511,3.30495,4.594,6.40541,8.91182,12.2535,16.5877,22.0416,28.7356,36.7478,46.1346,56.9106
OECD ENV-Growth 2025,SSP2,1,Viet Nam,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,1129.95488,1571.066734,2061.218484,2519.753864,2948.070849,3349.664372,3737.585031,4109.84668,4467.429604,4804.68224,5104.257779,5367.213226,5604.809088,5829.754994,6052.441978,6277.583941
OECD ENV-Growth 2025,SSP2,1,Viet Nam,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,1244.417388,1730.213122,2270.01641,2775.000644,3246.705411,3688.979676,4116.196038,4526.167158,4919.972624,5291.388378,5621.31041,5910.902796,6172.566716,6420.299259,6665.544056,6913.492517
OECD ENV-Growth 2025,SSP2,1,Viet Nam,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,1325.58,1843.06,2418.07,2955.99,3458.46,3929.58,4384.66,4821.37,5240.86,5636.5,5987.94,6296.42,6575.15,6839.04,7100.28,7364.4
OECD ENV-Growth 2025,SSP2,1,Western Sahara,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,1.14956,1.26889,1.48413,1.77516,2.1527,2.64181,3.28015,4.11248,5.1777,6.50342,8.13924,10.1405,12.5496,15.3971,18.6934,22.4255
OECD ENV-Growth 2025,SSP2,1,Yemen,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,57.34164284,75.84841873,100.1015488,134.2967137,180.290162,239.4286667,313.5232468,404.3260862,512.8447366,638.4982012,779.4386887,933.989398,1100.85136,1279.461962,1469.554609,1670.991406
OECD ENV-Growth 2025,SSP2,1,Yemen,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,60.60512377,80.16517451,105.7986213,141.9399332,190.5510034,253.0552537,331.3667735,427.3374686,542.0322334,674.8370048,823.7988286,987.1454716,1163.504036,1352.279892,1553.191269,1766.092424
OECD ENV-Growth 2025,SSP2,1,Yemen,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,62.3754,82.5068,108.889,146.086,196.117,260.447,341.046,439.82,557.865,694.549,847.862,1015.98,1197.49,1391.78,1598.56,1817.68
OECD ENV-Growth 2025,SSP2,1,Zambia,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,75.80539417,97.39798582,125.2595585,157.8930983,197.2399514,245.0511956,303.165412,373.3489405,457.1127345,554.9940219,668.3022956,796.8421999,940.7958634,1099.729841,1272.904426,1460.832428
OECD ENV-Growth 2025,SSP2,1,Zambia,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,74.2368017,95.38259167,122.6676427,154.6259176,193.1585914,239.9805082,296.8922042,365.6234699,447.6539934,543.509886,654.4735441,780.3536546,921.328577,1076.973835,1246.56503,1430.604358
OECD ENV-Growth 2025,SSP2,1,Zambia,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,74.5033,95.725,123.108,155.181,193.852,240.842,297.958,366.936,449.261,545.461,656.823,783.155,924.636,1080.84,1251.04,1435.74
OECD ENV-Growth 2025,SSP2,1,Zimbabwe,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,40.71155947,48.34811368,58.91350365,69.97963242,82.01085183,95.56969576,111.0627988,128.9791891,149.9435092,174.3959576,203.1792894,237.0264718,276.6401492,323.0721972,377.3347586,440.4744809
OECD ENV-Growth 2025,SSP2,1,Zimbabwe,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,45.81922289,54.41385753,66.30477903,78.75926191,92.2999155,107.5598491,124.9967135,145.1608902,168.7553893,196.2756366,228.670119,266.7637615,311.3473622,363.6047649,424.6750955,495.7363137
OECD ENV-Growth 2025,SSP2,1,Zimbabwe,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,38.936,46.2395,56.3441,66.9276,78.4341,91.4016,106.219,123.354,143.404,166.79,194.318,226.689,264.575,308.982,360.878,421.264
OECD ENV-Growth 2025,SSP3,1,Albania,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,,,,,,43.10539394,50.99186305,57.21784166,61.59405381,64.45570511,66.46287785,68.06466101,69.47549086,70.9784868,72.55449171,73.77851748,74.60845374,75.15244558,75.67118885,76.36905568,77.3887976
OECD ENV-Growth 2025,SSP3,1,Albania,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,,,,,,46.77538526,55.33330799,62.08936614,66.8381688,69.94346097,72.1215243,73.85968321,75.39063105,77.021592,78.7317779,80.06001717,80.96061416,81.55092144,82.11383049,82.87111368,83.97767638
OECD ENV-Growth 2025,SSP3,1,Albania,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,,48.8271,57.7604,64.8128,69.7699,73.0114,75.285,77.0994,78.6975,80.4,82.1852,83.5717,84.5118,85.128,85.7156,86.5061,87.6612
