model,scenario,version,region,unit,variable,type,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
OECD ENV-Growth 2025,Historical Reference,1,Colombia,billion USD_2017/yr,GDP|PPP,ANNUAL,210.905,235.913,297.686,375.407,358.742,428.529,532.818,669.771,680.278,856.133,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Comoros,billion USD_2010/yr,GDP|PPP,ANNUAL,0.733150162,0.888973264,1.038199813,1.087472435,1.149086691,1.409200117,1.553363232,1.800681116,2.033082606,2.362229355,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Comoros,billion USD_2015/yr,GDP|PPP,ANNUAL,0.857693564,1.039987012,1.214563324,1.2722061,1.344287036,1.64858706,1.817239789,2.106570636,2.378451176,2.763511513,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Comoros,billion USD_2017/yr,GDP|PPP,ANNUAL,0.936811,1.13592,1.3266,1.38956,1.46829,1.80066,1.98487,2.30089,2.59785,3.01843,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Congo,billion USD_2010/yr,GDP|PPP,ANNUAL,6.967358503,7.855980824,12.284758,13.74411502,16.5145876,17.38036666,22.8664227,26.25934615,21.80996004,25.15615631,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Congo,billion USD_2015/yr,GDP|PPP,ANNUAL,5.97815509,6.740613639,10.54060711,11.79276926,14.16989895,14.91275745,19.61992069,22.53112765,18.71345124,21.5845652,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Congo,billion USD_2017/yr,GDP|PPP,ANNUAL,6.82911,7.7001,12.041,13.4714,16.1869,17.0355,22.4127,25.7383,21.3772,24.657,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Costa Rica,billion USD_2010/yr,GDP|PPP,ANNUAL,20.89284988,21.18980585,26.52722762,34.53803952,39.33895875,47.68832877,60.5871177,72.97834471,79.68816547,101.2945433,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Costa Rica,billion USD_2015/yr,GDP|PPP,ANNUAL,24.40371899,24.75057593,30.98490689,40.3418689,45.94954254,55.70195454,70.76827733,85.24174665,93.07909681,118.3162461,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Costa Rica,billion USD_2017/yr,GDP|PPP,ANNUAL,26.5667,26.9443,33.7312,43.9175,50.0222,60.639,77.0407,92.797,101.329,128.803,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Croatia,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,58.14792259,68.73612975,86.06534849,88.62432268,87.93229947,91.57801886,119.0397508,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Croatia,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,64.95388977,76.78140157,96.13893171,98.99742296,98.22440137,102.2968367,132.9728477,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Croatia,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,69.2374,81.8449,102.479,105.526,104.702,109.043,141.742,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Cuba,billion USD_2017/yr,GDP|PPP,ANNUAL,30.2401,45.5664,45.1072,31.2872,39.0652,49.9107,64.886,74.5094,69.3115,82.7981,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Cura??ao,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,,3.611218921,3.642708876,3.85932959,3.813744582,2.864369603,3.365257866,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Cura??ao,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,,3.623268919,3.65486395,3.87220749,3.826470372,2.873927497,3.376487135,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Cura??ao,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,3.83026,3.86366,4.09342,4.04507,3.03811,3.56938,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Cyprus,billion USD_2010/yr,GDP|PPP,ANNUAL,6.845627869,9.001185744,12.56144129,16.22289633,19.90436503,24.25394181,27.72587622,25.50766689,30.64787014,37.33112634,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Cyprus,billion USD_2015/yr,GDP|PPP,ANNUAL,7.264503741,9.551957653,13.33006103,17.21555617,21.12228958,25.73801182,29.42238979,27.06845086,32.52317706,39.6153738,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Cyprus,billion USD_2017/yr,GDP|PPP,ANNUAL,7.8671,10.3443,14.4358,18.6436,22.8744,27.873,31.863,29.3138,35.221,42.9015,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Czechia,billion USD_2010/yr,GDP|PPP,ANNUAL,,,241.2526337,208.6423291,213.4155031,258.1302837,291.7448534,317.7375003,344.3097232,377.1681795,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Czechia,billion USD_2015/yr,GDP|PPP,ANNUAL,,,271.5582712,234.8515303,240.2243001,290.5560554,328.3932152,357.6510026,387.5611709,424.547236,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Czechia,billion USD_2017/yr,GDP|PPP,ANNUAL,,,289.715,250.554,256.286,309.983,350.35,381.564,413.474,452.933,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,lvory Coast,billion USD_2010/yr,GDP|PPP,ANNUAL,47.03722635,48.28702611,51.85660494,54.62603029,65.21250789,65.21355446,72.76905832,99.31797923,129.8988744,178.6387817,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,lvory Coast,billion USD_2015/yr,GDP|PPP,ANNUAL,51.18209237,52.54202304,56.42614903,59.43961294,70.9589587,70.9600975,79.18138363,108.0697648,141.3454131,194.3802247,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,lvory Coast,billion USD_2017/yr,GDP|PPP,ANNUAL,49.4384,50.752,54.5038,57.4146,68.5415,68.5426,76.4838,104.388,136.53,187.758,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Democratic Republic of the Congo,billion USD_2010/yr,GDP|PPP,ANNUAL,,,44.4247793,32.04339893,24.60039355,31.25399247,41.52854915,60.7477609,70.39809965,95.86224154,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Democratic Republic of the Congo,billion USD_2015/yr,GDP|PPP,ANNUAL,,,53.46762421,38.56596339,29.60790393,37.61587003,49.9818546,73.11321525,84.72791977,115.3753915,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Democratic Republic of the Congo,billion USD_2017/yr,GDP|PPP,ANNUAL,,,62.9843,45.4303,34.8778,44.3111,58.8781,86.1266,99.8086,135.911,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Denmark,billion USD_2010/yr,GDP|PPP,ANNUAL,148.9029319,170.4602604,183.0680826,205.400392,220.9414661,236.0561315,238.5545142,254.3350201,272.7078202,311.2918849,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Denmark,billion USD_2015/yr,GDP|PPP,ANNUAL,163.1964335,186.8230947,200.6411679,225.1172021,242.1500961,258.7156496,261.4538573,278.7491667,298.8856101,341.1734392,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Denmark,billion USD_2017/yr,GDP|PPP,ANNUAL,175.998,201.478,216.38,242.776,261.145,279.01,281.963,300.615,322.331,367.936,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Djibouti,billion USD_2010/yr,GDP|PPP,ANNUAL,,,2.529172915,2.159080057,2.130662159,2.448430475,3.018078793,4.100449608,5.190012422,6.571856468,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Djibouti,billion USD_2015/yr,GDP|PPP,ANNUAL,,,2.572766266,2.196294411,2.167386696,2.490632132,3.070099028,4.171125812,5.279468558,6.685130356,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Djibouti,billion USD_2017/yr,GDP|PPP,ANNUAL,,,2.52847,2.15848,2.13007,2.44775,3.01724,4.09931,5.18857,6.57003,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Dominican Republic,billion USD_2010/yr,GDP|PPP,ANNUAL,31.2536528,34.36795679,39.50489783,51.63527433,70.50241779,83.58260165,110.6370685,140.7007615,164.6669037,220.7054489,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Dominican Republic,billion USD_2015/yr,GDP|PPP,ANNUAL,33.66559209,37.02023637,42.55361075,55.62012523,75.94330344,90.03292481,119.175267,151.5590665,177.3747487,237.7379586,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Dominican Republic,billion USD_2017/yr,GDP|PPP,ANNUAL,35.0079,38.4963,44.2503,57.8378,78.9713,93.6227,123.927,157.602,184.447,247.217,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Ecuador,billion USD_2010/yr,GDP|PPP,ANNUAL,59.26589312,65.89390137,72.90123553,86.33847772,91.12610497,115.4808318,136.4281292,169.5057698,160.1017217,180.8530282,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Ecuador,billion USD_2015/yr,GDP|PPP,ANNUAL,62.68482379,69.69518857,77.1067618,91.31917157,96.38298746,122.1426897,144.2983947,179.2842182,169.3376694,191.2860772,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Ecuador,billion USD_2017/yr,GDP|PPP,ANNUAL,67.4332,74.9746,82.9476,98.2366,103.684,131.395,155.229,192.865,182.165,205.776,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Egypt,billion USD_2010/yr,GDP|PPP,ANNUAL,201.5373537,279.2094914,334.343615,383.5309815,512.355081,614.1850481,828.7859374,956.7225305,1197.585243,1494.867337,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Egypt,billion USD_2015/yr,GDP|PPP,ANNUAL,236.4370603,327.559483,392.2410414,449.946058,601.0782963,720.5418977,972.3046726,1122.395717,1404.968008,1753.72968,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Egypt,billion USD_2017/yr,GDP|PPP,ANNUAL,216.864,300.443,359.77,412.698,551.319,660.893,891.814,1029.48,1288.66,1608.55,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,El Salvador,billion USD_2010/yr,GDP|PPP,ANNUAL,23.01987359,21.05095304,23.31417434,29.3829771,32.40060551,34.94139643,37.91995763,43.09657235,43.67396399,52.96351119,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,El Salvador,billion USD_2015/yr,GDP|PPP,ANNUAL,25.68083369,23.48431766,26.00915385,32.77947401,36.14592227,38.98041347,42.30327858,48.07827908,48.72241375,59.08577722,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,El Salvador,billion USD_2017/yr,GDP|PPP,ANNUAL,27.5174,25.1638,27.8692,35.1237,38.7309,41.7681,45.3286,51.5166,52.2068,63.3113,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Equatorial Guinea,billion USD_2010/yr,GDP|PPP,ANNUAL,0.203724329,0.263726168,0.2796754,0.599614967,7.538930717,23.30522332,31.11068333,31.40656331,22.79509852,19.94736052,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Equatorial Guinea,billion USD_2015/yr,GDP|PPP,ANNUAL,0.182241596,0.235916241,0.250183626,0.536385563,6.743950399,20.84768729,27.83006147,28.0947409,20.39135516,17.84391116,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Equatorial Guinea,billion USD_2017/yr,GDP|PPP,ANNUAL,0.214617,0.277827,0.294629,0.631675,7.94202,24.5513,32.7741,33.0858,24.0139,21.0139,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Eritrea,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,3.381273492,3.56502767,4.045532332,4.071004093,4.852611782,5.474641123,6.292034402,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Eritrea,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,3.701238923,3.902381515,4.428355697,4.456237817,5.311808006,5.99269916,6.887441282,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Eritrea,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,3.78326,3.98886,4.52649,4.55499,5.42952,6.1255,7.04007,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Estonia,billion USD_2010/yr,GDP|PPP,ANNUAL,,,,16.19367998,20.56156054,29.25290954,28.76636502,33.91543457,39.52569398,42.41040917,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Estonia,billion USD_2015/yr,GDP|PPP,ANNUAL,,,,18.31400639,23.25379725,33.08315175,32.53290131,38.35616649,44.7010076,47.96343422,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Estonia,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,19.5438,24.8153,35.3047,34.7175,40.9318,47.7027,51.1842,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Eswatini,billion USD_2010/yr,GDP|PPP,ANNUAL,2.298696288,2.589501555,4.367976174,5.078199091,5.844278374,7.033869983,8.275442082,9.556168859,10.19799091,12.50271981,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Eswatini,billion USD_2015/yr,GDP|PPP,ANNUAL,2.340476044,2.636566817,4.447365948,5.170497461,5.950500552,7.161713481,8.425851667,9.729856182,10.38334361,12.72996192,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Eswatini,billion USD_2017/yr,GDP|PPP,ANNUAL,2.20625,2.48536,4.19231,4.87397,5.60924,6.75099,7.94263,9.17185,9.78786,11.9999,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Ethiopia,billion USD_2010/yr,GDP|PPP,ANNUAL,23.88975399,22.51188363,28.8834956,30.39162766,39.69441021,53.3336572,89.94348646,145.7567941,216.0787549,292.9533228,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Ethiopia,billion USD_2015/yr,GDP|PPP,ANNUAL,27.39025187,25.81048607,33.11571227,34.84482664,45.51071952,61.14848669,103.1226504,167.1141236,247.7401618,335.8789421,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Ethiopia,billion USD_2017/yr,GDP|PPP,ANNUAL,29.6188,27.9105,35.8101,37.6799,49.2136,66.1237,111.513,180.711,267.897,363.207,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Fiji,billion USD_2010/yr,GDP|PPP,ANNUAL,3.889996499,4.139263525,5.10573829,5.83128745,6.455837123,7.119305297,7.374133271,8.877109376,8.203454261,10.84157094,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Fiji,billion USD_2015/yr,GDP|PPP,ANNUAL,4.724599993,5.027347564,6.201180669,7.082397286,7.840944853,8.646760934,8.95626256,10.78170402,9.96351538,13.16764321,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Fiji,billion USD_2017/yr,GDP|PPP,ANNUAL,4.78472,5.09132,6.28009,7.17252,7.94072,8.75679,9.07023,10.9189,10.0903,13.3352,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Finland,billion USD_2010/yr,GDP|PPP,ANNUAL,109.4546163,125.2228541,148.005236,144.9855875,175.3502083,199.5073965,208.9246918,209.7203641,222.4239473,239.370833,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Finland,billion USD_2015/yr,GDP|PPP,ANNUAL,121.5342339,139.042684,164.3393725,160.9864699,194.7021875,221.5254084,231.9820141,232.8654983,246.9710729,265.7882488,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Finland,billion USD_2017/yr,GDP|PPP,ANNUAL,128.896,147.465,174.294,170.738,206.496,234.944,246.034,246.971,261.931,281.888,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,France,billion USD_2010/yr,GDP|PPP,ANNUAL,1389.559831,1505.38062,1776.481002,1895.044825,2064.03959,2239.27859,2332.465087,2458.559476,2436.308528,2732.28363,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,France,billion USD_2015/yr,GDP|PPP,ANNUAL,1537.284386,1665.41812,1965.339271,2096.507653,2283.468305,2477.33702,2580.430203,2719.929728,2695.313274,3022.753585,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,France,billion USD_2017/yr,GDP|PPP,ANNUAL,1631.18,1767.14,2085.38,2224.56,2422.94,2628.65,2738.04,2886.06,2859.94,3207.38,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,French Guiana,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,10.1871,16.066,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,French Polynesia,billion USD_2017/yr,GDP|PPP,ANNUAL,3.51245,3.79899,4.3077,4.25401,4.51669,4.69543,4.50062,4.44865,4.61168,5.44629,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Gabon,billion USD_2010/yr,GDP|PPP,ANNUAL,15.09283001,17.0747251,17.76500184,20.67680449,20.94515395,21.87073828,24.10029305,31.09580421,32.81017332,37.05888535,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Gabon,billion USD_2015/yr,GDP|PPP,ANNUAL,13.8960686,15.72081254,16.35635491,19.0372709,19.28434203,20.13653365,22.1892995,28.63011299,30.20854398,34.12036131,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Gabon,billion USD_2017/yr,GDP|PPP,ANNUAL,14.6626,16.588,17.2586,20.0874,20.3481,21.2473,23.4133,30.2094,31.8749,36.0025,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Gambia,billion USD_2010/yr,GDP|PPP,ANNUAL,1.64828268,1.957475772,2.310138117,2.489016843,3.106178541,3.550428288,4.367108565,4.456236618,5.456268108,7.146172935,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Gambia,billion USD_2015/yr,GDP|PPP,ANNUAL,1.594772661,1.893928076,2.235141555,2.408213143,3.00533924,3.435166817,4.225334301,4.311568892,5.279135256,6.914178839,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Gambia,billion USD_2017/yr,GDP|PPP,ANNUAL,1.5884,1.88636,2.22621,2.39859,2.99333,3.42144,4.20845,4.29434,5.25804,6.88655,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Georgia,billion USD_2010/yr,GDP|PPP,ANNUAL,,,41.8962613,11.83768621,15.61560328,22.22582964,28.69067368,36.54583353,40.4648524,57.60969412,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Georgia,billion USD_2015/yr,GDP|PPP,ANNUAL,,,51.62321921,14.58601439,19.24104171,27.38594901,35.35172091,45.03059502,49.85948342,70.98480332,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Georgia,billion USD_2017/yr,GDP|PPP,ANNUAL,,,53.832,15.2101,20.0643,28.5577,36.8643,46.9573,51.9928,74.022,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Germany,billion USD_2010/yr,GDP|PPP,ANNUAL,2062.775084,2212.979808,2601.982367,2864.024394,2924.823912,2999.288198,3178.413505,3460.136445,3560.81985,3807.937531,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Germany,billion USD_2015/yr,GDP|PPP,ANNUAL,2316.430678,2485.105796,2921.943272,3216.208117,3284.484038,3368.105058,3569.257069,3885.622952,3998.687207,4276.192487,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Germany,billion USD_2017/yr,GDP|PPP,ANNUAL,2489.26,2670.52,3139.95,3456.17,3529.54,3619.4,3835.56,4175.53,4297.03,4595.24,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Ghana,billion USD_2010/yr,GDP|PPP,ANNUAL,29.25155473,28.18255512,36.8052669,45.54017963,57.39775715,73.37879848,100.3299716,139.6341456,177.4493259,208.8362608,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Ghana,billion USD_2015/yr,GDP|PPP,ANNUAL,30.36926038,29.25941416,38.21160086,47.28027573,59.5909328,76.18261176,104.1635927,144.9695842,184.2296874,216.815921,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Ghana,billion USD_2017/yr,GDP|PPP,ANNUAL,27.9217,26.9013,35.132,43.4698,54.7883,70.0428,95.7687,133.286,169.382,199.342,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Greece,billion USD_2010/yr,GDP|PPP,ANNUAL,202.1340372,203.5133365,216.4431286,230.2775422,260.7994066,315.5729151,310.4202174,253.3321368,239.986484,294.6962051,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Greece,billion USD_2015/yr,GDP|PPP,ANNUAL,231.0515648,232.6281882,247.4077312,263.2213119,298.1096692,360.7191388,354.8292902,289.5741233,274.319226,336.8557827,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Greece,billion USD_2017/yr,GDP|PPP,ANNUAL,244.003,245.668,261.276,277.976,314.82,380.939,374.719,305.806,289.696,355.738,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Grenada,billion USD_2010/yr,GDP|PPP,ANNUAL,0.43749638,0.525364341,0.684509452,0.702942876,0.967157453,1.207418055,1.153953916,1.34382815,1.319246471,1.639383355,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Grenada,billion USD_2015/yr,GDP|PPP,ANNUAL,0.504780746,0.606162282,0.789782973,0.811051349,1.115900571,1.393111838,1.331425229,1.550501002,1.522138805,1.891510856,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Grenada,billion USD_2017/yr,GDP|PPP,ANNUAL,0.540159,0.648646,0.845136,0.867895,1.19411,1.49075,1.42474,1.65917,1.62882,2.02408,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Guam,billion USD_2017/yr,GDP|PPP,ANNUAL,,,,,,,,,3.6185,6.75847,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Guatemala,billion USD_2010/yr,GDP|PPP,ANNUAL,43.6871185,41.30104149,47.67688183,57.39014317,68.28352038,79.86330456,95.53531995,115.5238635,129.1588502,161.0791487,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Guatemala,billion USD_2015/yr,GDP|PPP,ANNUAL,48.24080893,45.60602116,52.64644192,63.37215697,75.40099628,88.18778962,105.4933645,127.5653972,142.6216154,177.8690996,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Guatemala,billion USD_2017/yr,GDP|PPP,ANNUAL,47.8364,45.2237,52.2051,62.8409,74.7689,87.4485,104.609,126.496,141.426,176.378,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Guinea,billion USD_2010/yr,GDP|PPP,ANNUAL,6.23793458,6.890726679,8.466061358,10.24862643,12.41914845,14.44857592,16.85673085,21.10194375,30.33815498,39.27564537,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Guinea,billion USD_2015/yr,GDP|PPP,ANNUAL,6.148449374,6.791876957,8.344612946,10.10160654,12.24099171,14.24130639,16.61491554,20.79922948,29.90294425,38.71222343,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Guinea,billion USD_2017/yr,GDP|PPP,ANNUAL,7.05608,7.79449,9.57644,11.5928,14.048,16.3436,19.0676,23.8696,34.3172,44.4269,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Guinea-Bissau,billion USD_2010/yr,GDP|PPP,ANNUAL,0.999800889,1.101870734,1.264222563,1.53191175,1.5429269,1.801539662,2.145151329,2.521503476,3.062305922,3.911583379,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Guinea-Bissau,billion USD_2015/yr,GDP|PPP,ANNUAL,1.209533343,1.333014811,1.529423869,1.853267347,1.866593191,2.179456244,2.595148782,3.050449908,3.704698767,4.732132742,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Guinea-Bissau,billion USD_2017/yr,GDP|PPP,ANNUAL,1.37692,1.51749,1.74108,2.10974,2.12491,2.48107,2.95429,3.4726,4.21739,5.38701,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Guyana,billion USD_2010/yr,GDP|PPP,ANNUAL,4.291980205,3.567833269,3.081349058,4.341184853,4.969712184,5.08619456,6.292624058,7.395989074,12.57345612,50.97883873,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Guyana,billion USD_2015/yr,GDP|PPP,ANNUAL,4.987302335,4.145839995,3.580542924,5.04447838,5.774830263,5.910183363,7.312060437,8.59417607,14.61041851,59.23766403,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Guyana,billion USD_2017/yr,GDP|PPP,ANNUAL,5.01556,4.16933,3.60083,5.07306,5.80755,5.94367,7.35349,8.64287,14.6932,59.5733,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Haiti,billion USD_2010/yr,GDP|PPP,ANNUAL,22.81850615,22.29005466,22.02830003,20.13835834,22.80313036,24.17056952,26.41552738,30.36857152,30.62172303,29.97246171,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Haiti,billion USD_2015/yr,GDP|PPP,ANNUAL,23.29483393,22.75535121,22.48813254,20.55873902,23.27913716,24.67512111,26.96694162,31.00250408,31.26094003,30.59812562,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Haiti,billion USD_2017/yr,GDP|PPP,ANNUAL,24.9321,24.3547,24.0687,22.0037,24.9153,26.4094,28.8623,33.1815,33.4581,32.7487,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Honduras,billion USD_2010/yr,GDP|PPP,ANNUAL,11.60505792,12.72154557,15.35230696,17.84221652,20.97488877,26.3304422,31.4322449,37.38482688,39.51748213,50.82678225,,,,,,,,,,,,,,,
OECD ENV-Growth 2025,Historical Reference,1,Honduras,billion USD_2015/yr,GDP|PPP,ANNUAL,13.64572627,14.95854047,18.05190288,20.97964563,24.6631764,30.96046648,36.95938555,43.95868748,46.46635525,59.76431677,,,,,,,,,,,,,,,
